Date, Average Temperature,Anomaly, Maximum Temperature,Anomaly, Minimum Temperature,Anomaly
201912,36.7,5.2,48.6,6,24.8,4.4
202001,34,5.4,44.8,4.7,23.1,5.9
202002,34.9,1.5,46.7,0.9,23,2
202003,47.9,5.7,59.7,4.7,36.2,6.7
202004,52.7,-0.9,67.5,0.8,37.8,-2.7
202005,61.7,-1.8,73.6,-2.4,49.7,-1.3
202006,77.7,4.3,91.2,5.3,64.2,3.4
202007,79.2,0.4,90.7,-1,67.7,1.9
202008,76.4,-0.9,89.1,-1.1,63.6,-0.7
202009,66.3,-2.3,79.8,-2.1,52.8,-2.5
202010,52.6,-3.9,66,-4,39.3,-3.7
202011,48.1,6.2,62.2,7.8,33.9,4.5
202012,35.9,4.4,48.2,5.6,23.5,3.1
202101,34,5.4,44.5,4.4,23.6,6.4
202102,24.1,-9.3,34.8,-11,13.3,-7.7
202103,48.1,5.9,60.6,5.6,35.5,6
202104,52.5,-1.1,65.8,-0.9,39.2,-1.3
202105,61.9,-1.6,72.6,-3.4,51.1,0.1
202106,75.8,2.4,88.4,2.5,63.3,2.5
202107,77.7,-1.1,89.8,-1.9,65.6,-0.2
202108,79.1,1.8,91.9,1.7,66.2,1.9
202109,73.3,4.7,87.7,5.8,58.9,3.6
202110,59.1,2.6,72.7,2.7,45.5,2.5
202111,46.7,4.8,60.3,5.9,33.2,3.8
202112,41.1,9.6,56.2,13.6,26,5.6
202201,29.8,1.2,43.5,3.4,16.2,-1
202202,31.8,-1.6,46.6,0.8,17.1,-3.9
202203,44.1,1.9,58.6,3.6,29.6,0.1
202204,54.1,0.5,69,2.3,39.2,-1.3
202205,64.7,1.2,76.9,0.9,52.4,1.4
202206,75.8,2.4,88.3,2.4,63.4,2.6
202207,81.1,2.3,94.2,2.5,67.9,2.1
202208,79.2,1.9,93.3,3.1,65.1,0.8
202209,72,3.4,87.2,5.3,56.8,1.5
202210,57.7,1.2,73.5,3.5,42,-1
202211,41.1,-0.8,54.3,-0.1,27.9,-1.5
202212,30.6,-0.9,42.7,0.1,18.6,-1.8
202301,33.1,4.5,43.7,3.6,22.4,5.2
202302,35.3,1.9,49.5,3.7,21,0
202303,42.1,-0.1,54.5,-0.5,29.7,0.2
202304,54.7,1.1,70.4,3.7,39,-1.5
