,Precipitation,encode_state,Year,Month
2756,1.851188536,4,1921,9
2757,1.703741765,4,1921,10
2758,0.623072603,4,1921,11
2759,0.527153389,4,1921,12
2856,0.721608878,4,1922,1
2857,0.544106505,4,1922,2
2858,1.254237137,4,1922,3
2859,2.119941944,4,1922,4
2860,3.431261943,4,1922,5
2861,3.599780402,4,1922,6
2862,2.926443195,4,1922,7
2863,2.700418817,4,1922,8
2864,1.813920951,4,1922,9
2865,1.369980042,4,1922,10
2866,1.711485508,4,1922,11
2867,0.569716309,4,1922,12
2964,0.403484519,4,1923,1
2965,0.434907281,4,1923,2
2966,1.285202063,4,1923,3
2967,2.090486588,4,1923,4
2968,3.408737269,4,1923,5
2969,4.147366656,4,1923,6
2970,2.916666834,4,1923,7
2971,3.291841782,4,1923,8
2972,2.635563921,4,1923,9
2973,1.769364143,4,1923,10
2974,0.622009901,4,1923,11
2975,0.556424474,4,1923,12
3072,0.507788853,4,1924,1
3073,0.742392574,4,1924,2
3074,1.080879089,4,1924,3
3075,2.107990341,4,1924,4
3076,2.869480814,4,1924,5
3077,3.903984223,4,1924,6
3078,2.938149935,4,1924,7
3079,2.603393424,4,1924,8
3080,2.165296312,4,1924,9
3081,1.256315942,4,1924,10
3082,0.6647271,4,1924,11
3083,1.071221618,4,1924,12
3180,0.467840206,4,1925,1
3181,0.76811333,4,1925,2
3182,0.818062377,4,1925,3
3183,2.080706867,4,1925,4
3184,2.297066079,4,1925,5
3185,3.915627636,4,1925,6
3186,2.793838812,4,1925,7
3187,2.769531705,4,1925,8
3188,2.010118513,4,1925,9
3189,1.61506889,4,1925,10
3190,0.674617764,4,1925,11
3191,0.723947946,4,1925,12
3288,0.557702126,4,1926,1
3289,0.599586894,4,1926,2
3290,1.158516131,4,1926,3
3291,2.139140714,4,1926,4
3292,2.966222071,4,1926,5
3293,3.51635315,4,1926,6
3294,2.798154464,4,1926,7
3295,2.709836421,4,1926,8
3296,2.348496494,4,1926,9
3297,1.131699517,4,1926,10
3298,1.160916836,4,1926,11
3299,0.513009506,4,1926,12
3396,0.477213142,4,1927,1
3397,0.833712195,4,1927,2
3398,2.043824534,4,1927,3
3399,3.196502245,4,1927,4
3400,3.223210196,4,1927,5
3401,3.626410056,4,1927,6
3402,2.906439737,4,1927,7
3403,2.737467303,4,1927,8
3404,1.769272859,4,1927,9
3405,1.440108427,4,1927,10
3406,0.701710176,4,1927,11
3407,0.552428048,4,1927,12
3504,0.465363814,4,1928,1
3505,0.962581599,4,1928,2
3506,1.07803333,4,1928,3
3507,1.339399139,4,1928,4
3508,3.28540834,4,1928,5
3509,3.682033086,4,1928,6
3510,2.997377685,4,1928,7
3511,2.305530922,4,1928,8
3512,1.977944642,4,1928,9
3513,1.979764852,4,1928,10
3514,1.480119122,4,1928,11
3515,0.503906586,4,1928,12
3612,0.459570654,4,1929,1
3613,0.892981256,4,1929,2
3614,1.013601428,4,1929,3
3615,2.763849561,4,1929,4
3616,3.524101165,4,1929,5
3617,3.634511225,4,1929,6
3618,2.906872004,4,1929,7
3619,2.549981179,4,1929,8
3620,1.730094888,4,1929,9
3621,1.887245003,4,1929,10
3622,0.992627507,4,1929,11
3623,0.40158375,4,1929,12
3720,0.527828857,4,1930,1
3721,0.514905925,4,1930,2
3722,0.99579994,4,1930,3
3723,2.536821631,4,1930,4
3724,3.229706037,4,1930,5
3725,3.533005826,4,1930,6
3726,2.893096079,4,1930,7
3727,3.041700806,4,1930,8
3728,1.78568488,4,1930,9
3729,2.229165836,4,1930,10
3730,1.181934755,4,1930,11
3731,0.338402415,4,1930,12
3828,0.490504676,4,1931,1
3829,0.912371399,4,1931,2
3830,1.658982913,4,1931,3
3831,2.041736584,4,1931,4
3832,2.887025362,4,1931,5
3833,3.340074733,4,1931,6
3834,2.523332951,4,1931,7
3835,2.678005357,4,1931,8
3836,2.06498784,4,1931,9
3837,1.338478314,4,1931,10
3838,1.517855938,4,1931,11
3839,0.68912687,4,1931,12
3936,0.760864833,4,1932,1
3937,1.372712632,4,1932,2
3938,0.890221711,4,1932,3
3939,2.187463184,4,1932,4
3940,3.006209209,4,1932,5
3941,4.094132633,4,1932,6
3942,2.818083944,4,1932,7
3943,2.646861284,4,1932,8
3944,2.32410582,4,1932,9
3945,1.407962609,4,1932,10
3946,0.655104101,4,1932,11
3947,0.65402642,4,1932,12
4044,0.482035732,4,1933,1
4045,0.655783113,4,1933,2
4046,1.328389566,4,1933,3
4047,2.633580266,4,1933,4
4048,3.406909769,4,1933,5
4049,3.200309739,4,1933,6
4050,2.756145682,4,1933,7
4051,2.74345923,4,1933,8
4052,1.857065659,4,1933,9
4053,1.028575629,4,1933,10
4054,0.570317695,4,1933,11
4055,0.777421719,4,1933,12
4152,0.649504002,4,1934,1
4153,0.829808849,4,1934,2
4154,1.244028744,4,1934,3
4155,2.064239435,4,1934,4
4156,2.734343392,4,1934,5
4157,3.278999386,4,1934,6
4158,2.693215437,4,1934,7
4159,2.617661954,4,1934,8
4160,2.472400337,4,1934,9
4161,1.781727204,4,1934,10
4162,0.791990378,4,1934,11
4163,0.612301397,4,1934,12
4260,0.502570821,4,1935,1
4261,0.836475981,4,1935,2
4262,1.15442435,4,1935,3
4263,2.78110912,4,1935,4
4264,5.005441081,4,1935,5
4265,3.842590971,4,1935,6
4266,2.09564786,4,1935,7
4267,3.085066824,4,1935,8
4268,1.948621224,4,1935,9
4269,1.533897715,4,1935,10
4270,0.940128118,4,1935,11
4271,0.575081965,4,1935,12
4368,0.574399117,4,1936,1
4369,0.611225423,4,1936,2
4370,1.069078926,4,1936,3
4371,1.866797018,4,1936,4
4372,3.209469782,4,1936,5
4373,3.480873782,4,1936,6
4374,1.870232774,4,1936,7
4375,2.561091948,4,1936,8
4376,2.024745567,4,1936,9
4377,1.087896664,4,1936,10
4378,0.777361934,4,1936,11
4379,0.542029086,4,1936,12
4476,0.535749899,4,1937,1
4477,0.450754103,4,1937,2
4478,1.066368808,4,1937,3
4479,1.745619487,4,1937,4
4480,3.010247626,4,1937,5
4481,3.549327262,4,1937,6
4482,3.031179748,4,1937,7
4483,2.561767803,4,1937,8
4484,2.369639074,4,1937,9
4485,1.315601955,4,1937,10
4486,0.732033451,4,1937,11
4487,0.586448236,4,1937,12
4584,0.464345158,4,1938,1
4585,0.708644721,4,1938,2
4586,1.003473493,4,1938,3
4587,2.15267217,4,1938,4
4588,3.617918438,4,1938,5
4589,3.415030097,4,1938,6
4590,2.846500795,4,1938,7
4591,2.533582986,4,1938,8
4592,2.371579439,4,1938,9
4593,0.830556735,4,1938,10
4594,0.614092395,4,1938,11
4595,0.459149508,4,1938,12
4692,0.608958895,4,1939,1
4693,0.773965156,4,1939,2
4694,1.396397435,4,1939,3
4695,2.209252216,4,1939,4
4696,2.962396953,4,1939,5
4697,4.010347891,4,1939,6
4698,2.786288224,4,1939,7
4699,2.776878777,4,1939,8
4700,1.716678913,4,1939,9
4701,1.713676937,4,1939,10
4702,0.412771232,4,1939,11
4703,0.818289995,4,1939,12
4800,0.801514987,4,1940,1
4801,0.554988548,4,1940,2
4802,1.357202892,4,1940,3
4803,2.191978649,4,1940,4
4804,3.149454321,4,1940,5
4805,3.182588288,4,1940,6
4806,2.525362296,4,1940,7
4807,2.562385681,4,1940,8
4808,1.787176052,4,1940,9
4809,1.656086035,4,1940,10
4810,0.836228517,4,1940,11
4811,0.895803615,4,1940,12
4908,0.624268115,4,1941,1
4909,0.630284778,4,1941,2
4910,1.429838362,4,1941,3
4911,2.354060846,4,1941,4
4912,2.109824206,4,1941,5
4913,3.994336337,4,1941,6
4914,2.693933405,4,1941,7
4915,2.832478365,4,1941,8
4916,2.828252791,4,1941,9
4917,1.935045224,4,1941,10
4918,0.688188629,4,1941,11
4919,0.755492172,4,1941,12
5016,0.413128538,4,1942,1
5017,0.773164873,4,1942,2
5018,1.261030283,4,1942,3
5019,2.352076013,4,1942,4
5020,3.916308417,4,1942,5
5021,3.963238929,4,1942,6
5022,2.631639783,4,1942,7
5023,2.861590331,4,1942,8
5024,3.01427791,4,1942,9
5025,1.133193168,4,1942,10
5026,0.706261081,4,1942,11
5027,0.642425116,4,1942,12
5124,0.578188594,4,1943,1
5125,0.567214834,4,1943,2
5126,0.958000841,4,1943,3
5127,2.306661575,4,1943,4
5128,2.830919622,4,1943,5
5129,3.962175715,4,1943,6
5130,2.899127251,4,1943,7
5131,2.646861284,4,1943,8
5132,1.682404251,4,1943,9
5133,1.40409441,4,1943,10
5134,0.689907411,4,1943,11
5135,0.576867018,4,1943,12
5232,0.805833908,4,1944,1
5233,0.692238047,4,1944,2
5234,1.36865927,4,1944,3
5235,3.016071133,4,1944,4
5236,2.932497868,4,1944,5
5237,3.717457012,4,1944,6
5238,2.93523134,4,1944,7
5239,3.281980108,4,1944,8
5240,1.62802916,4,1944,9
5241,0.994752206,4,1944,10
5242,0.951369338,4,1944,11
5243,0.624219953,4,1944,12
5340,0.766538536,4,1945,1
5341,0.636951131,4,1945,2
5342,1.143727167,4,1945,3
5343,2.055050022,4,1945,4
5344,3.588632411,4,1945,5
5345,3.766403609,4,1945,6
5346,2.839463466,4,1945,7
5347,2.768128041,4,1945,8
5348,2.242395248,4,1945,9
5349,1.419635872,4,1945,10
5350,0.797991718,4,1945,11
5351,0.601122458,4,1945,12
5448,0.536766187,4,1946,1
5449,0.621061987,4,1946,2
5450,1.319328381,4,1946,3
5451,1.768779191,4,1946,4
5452,3.438098226,4,1946,5
5453,3.642061303,4,1946,6
5454,2.731979338,4,1946,7
5455,2.774682034,4,1946,8
5456,2.1428643,4,1946,9
5457,2.719558276,4,1946,10
5458,1.204423072,4,1946,11
5459,0.491560564,4,1946,12
5556,0.509397486,4,1947,1
5557,0.5403872,4,1947,2
5558,1.713684112,4,1947,3
5559,2.709848586,4,1947,4
5560,2.717230381,4,1947,5
5561,4.438136554,4,1947,6
5562,2.867138154,4,1947,7
5563,2.406788684,4,1947,8
5564,2.275750596,4,1947,9
5565,1.921714475,4,1947,10
5566,1.000895942,4,1947,11
5567,0.746120053,4,1947,12
5664,0.598615728,4,1948,1
5665,0.789074686,4,1948,2
5666,0.880645125,4,1948,3
5667,2.084468285,4,1948,4
5668,3.095428514,4,1948,5
5669,4.521307608,4,1948,6
5670,3.062357072,4,1948,7
5671,2.593956439,4,1948,8
5672,2.582753641,4,1948,9
5673,1.841844017,4,1948,10
5674,0.946287807,4,1948,11
5675,0.707157281,4,1948,12
5772,0.734368237,4,1949,1
5773,0.484912728,4,1949,2
5774,1.909990828,4,1949,3
5775,1.947812738,4,1949,4
5776,3.346503412,4,1949,5
5777,3.922670789,4,1949,6
5778,2.70493858,4,1949,7
5779,2.735917313,4,1949,8
5780,2.279349522,4,1949,9
5781,1.253602442,4,1949,10
5782,0.668399873,4,1949,11
5783,0.394267925,4,1949,12
5880,0.503509581,4,1950,1
5881,0.704330867,4,1950,2
5882,0.972142046,4,1950,3
5883,2.053699754,4,1950,4
5884,3.630394154,4,1950,5
5885,3.563328183,4,1950,6
5886,3.10004286,4,1950,7
5887,2.89015607,4,1950,8
5888,1.97753451,4,1950,9
5889,0.950035442,4,1950,10
5890,1.265246449,4,1950,11
5891,0.527074783,4,1950,12
5988,0.487841882,4,1951,1
5989,0.789407757,4,1951,2
5990,1.252975154,4,1951,3
5991,2.028352986,4,1951,4
5992,3.58545859,4,1951,5
5993,4.223475379,4,1951,6
5994,3.447863039,4,1951,7
5995,2.61805028,4,1951,8
5996,2.03618158,4,1951,9
5997,1.540265907,4,1951,10
5998,0.489019123,4,1951,11
5999,0.47935787,4,1951,12
6096,0.734368237,4,1952,1
6097,0.990810439,4,1952,2
6098,1.133009151,4,1952,3
6099,2.009404632,4,1952,4
6100,3.125047986,4,1952,5
6101,3.578803164,4,1952,6
6102,2.78451059,4,1952,7
6103,2.746493445,4,1952,8
6104,1.467115521,4,1952,9
6105,0.829736611,4,1952,10
6106,0.785102665,4,1952,11
6107,0.560721632,4,1952,12
6204,0.491620492,4,1953,1
6205,1.272014242,4,1953,2
6206,1.116488858,4,1953,3
6207,2.204470963,4,1953,4
6208,3.318295972,4,1953,5
6209,3.689434081,4,1953,6
6210,2.733420819,4,1953,7
6211,2.776051775,4,1953,8
6212,1.712352941,4,1953,9
6213,1.162569385,4,1953,10
6214,0.983227065,4,1953,11
6215,0.706143087,4,1953,12
6312,0.425725727,4,1954,1
6313,0.917743458,4,1954,2
6314,1.150521631,4,1954,3
6315,1.987040882,4,1954,4
6316,3.198903167,4,1954,5
6317,3.975670324,4,1954,6
6318,2.828700305,4,1954,7
6319,3.091227986,4,1954,8
6320,1.775071818,4,1954,9
6321,1.61506889,4,1954,10
6322,0.724829748,4,1954,11
6323,0.584057837,4,1954,12
6420,0.664768686,4,1955,1
6421,0.94643066,4,1955,2
6422,1.003194706,4,1955,3
6423,1.870782804,4,1955,4
6424,3.164240524,4,1955,5
6425,3.641692728,4,1955,6
6426,2.242227528,4,1955,7
6427,2.656908081,4,1955,8
6428,2.27775635,4,1955,9
6429,0.837301911,4,1955,10
6430,0.624729813,4,1955,11
6431,0.726033386,4,1955,12
6528,0.551240611,4,1956,1
6529,0.566731681,4,1956,2
6530,0.75467906,4,1956,3
6531,1.895135815,4,1956,4
6532,3.035543186,4,1956,5
6533,3.575323819,4,1956,6
6534,2.546599587,4,1956,7
6535,2.54863835,4,1956,8
6536,1.653580015,4,1956,9
6537,1.617099169,4,1956,10
6538,0.65721965,4,1956,11
6539,0.55679166,4,1956,12
6636,0.419539019,4,1957,1
6637,0.47211218,4,1957,2
6638,1.429140388,4,1957,3
6639,2.038769113,4,1957,4
6640,3.820887965,4,1957,5
6641,3.976903088,4,1957,6
6642,2.783761421,4,1957,7
6643,2.802607849,4,1957,8
6644,1.745864236,4,1957,9
6645,2.361496174,4,1957,10
6646,0.9825862,4,1957,11
6647,0.668851374,4,1957,12
6744,0.515668857,4,1958,1
6745,0.876030219,4,1958,2
6746,0.981255429,4,1958,3
6747,1.905782222,4,1958,4
6748,2.848657509,4,1958,5
6749,3.88413475,4,1958,6
6750,3.268632207,4,1958,7
6751,2.680866098,4,1958,8
6752,1.879866909,4,1958,9
6753,0.661529884,4,1958,10
6754,0.668786283,4,1958,11
6755,0.74172126,4,1958,12
6852,0.531602866,4,1959,1
6853,0.57630172,4,1959,2
6854,1.343462251,4,1959,3
6855,2.010885823,4,1959,4
6856,3.713647616,4,1959,5
6857,3.646177059,4,1959,6
6858,3.027380511,4,1959,7
6859,3.108879909,4,1959,8
6860,2.190071354,4,1959,9
6861,1.788615432,4,1959,10
6862,0.897524377,4,1959,11
6863,0.47723554,4,1959,12
6960,0.687473871,4,1960,1
6961,0.715224883,4,1960,2
6962,1.769068518,4,1960,3
6963,1.880646136,4,1960,4
6964,3.118592806,4,1960,5
6965,4.055568033,4,1960,6
6966,2.75324928,4,1960,7
6967,2.828074836,4,1960,8
6968,2.000438495,4,1960,9
6969,1.009324604,4,1960,10
6970,0.689264583,4,1960,11
6971,1.247053899,4,1960,12
7068,0.588225642,4,1961,1
7069,0.452042217,4,1961,2
7070,0.601901027,4,1961,3
7071,2.255747793,4,1961,4
7072,3.217136883,4,1961,5
7073,3.529603151,4,1961,6
7074,3.000812226,4,1961,7
7075,2.7667583,4,1961,8
7076,2.01179739,4,1961,9
7077,1.458695741,4,1961,10
7078,0.798565091,4,1961,11
7079,0.650942113,4,1961,12
7176,0.507426276,4,1962,1
7177,0.565323172,4,1962,2
7178,1.221134383,4,1962,3
7179,1.826004793,4,1962,4
7180,3.199105397,4,1962,5
7181,3.946767604,4,1962,6
7182,2.68422165,4,1962,7
7183,2.738156469,4,1962,8
7184,1.712188346,4,1962,9
7185,1.436125825,4,1962,10
7186,0.702307442,4,1962,11
7187,0.596987044,4,1962,12
7284,0.486201543,4,1963,1
7285,0.552280799,4,1963,2
7286,1.144003633,4,1963,3
7287,1.957787949,4,1963,4
7288,3.833156612,4,1963,5
7289,3.887538467,4,1963,6
7290,3.511295367,4,1963,7
7291,2.539498006,4,1963,8
7292,1.559201249,4,1963,9
7293,1.513407672,4,1963,10
7294,0.725908222,4,1963,11
7295,0.609232414,4,1963,12
7392,0.409304534,4,1964,1
7393,0.704994415,4,1964,2
7394,1.510588278,4,1964,3
7395,2.238135184,4,1964,4
7396,3.082577216,4,1964,5
7397,3.705634932,4,1964,6
7398,3.021047074,4,1964,7
7399,2.717772811,4,1964,8
7400,2.093849026,4,1964,9
7401,1.893357189,4,1964,10
7402,0.875918306,4,1964,11
7403,0.553078707,4,1964,12
7500,0.544778246,4,1965,1
7501,0.917865958,4,1965,2
7502,1.002769706,4,1965,3
7503,2.508655057,4,1965,4
7504,3.718125914,4,1965,5
7505,3.770545644,4,1965,6
7506,3.17511496,4,1965,7
7507,2.5783917,4,1965,8
7508,2.388959746,4,1965,9
7509,1.433838089,4,1965,10
7510,0.91199028,4,1965,11
7511,0.601122458,4,1965,12
7608,0.618762026,4,1966,1
7609,0.571338447,4,1966,2
7610,0.795515296,4,1966,3
7611,2.187433088,4,1966,4
7612,3.961466349,4,1966,5
7613,3.905169754,4,1966,6
7614,2.74376047,4,1966,7
7615,2.443363601,4,1966,8
7616,2.205070907,4,1966,9
7617,1.436910228,4,1966,10
7618,0.695481752,4,1966,11
7619,0.793186446,4,1966,12
7716,0.519608678,4,1967,1
7717,0.879664593,4,1967,2
7718,0.990960539,4,1967,3
7719,1.93799201,4,1967,4
7720,1.83108144,4,1967,5
7721,3.537631176,4,1967,6
7722,2.996581428,4,1967,7
7723,2.666299241,4,1967,8
7724,2.009188287,4,1967,9
7725,1.324734554,4,1967,10
7726,0.652678546,4,1967,11
7727,0.547450002,4,1967,12
7824,0.553379932,4,1968,1
7825,0.767987937,4,1968,2
7826,1.608571468,4,1968,3
7827,2.097638698,4,1968,4
7828,2.392675893,4,1968,5
7829,4.600885586,4,1968,6
7830,2.781550069,4,1968,7
7831,2.324596819,4,1968,8
7832,2.254018543,4,1968,9
7833,1.111067013,4,1968,10
7834,0.828830999,4,1968,11
7835,0.739053309,4,1968,12
7932,0.693129083,4,1969,1
7933,0.57575116,4,1969,2
7934,1.454852799,4,1969,3
7935,2.232670891,4,1969,4
7936,2.417083407,4,1969,5
7937,3.992062875,4,1969,6
7938,2.87120364,4,1969,7
7939,2.661904313,4,1969,8
7940,1.820922114,4,1969,9
7941,1.494978914,4,1969,10
7942,1.202129487,4,1969,11
7943,0.446017275,4,1969,12
8040,0.550484187,4,1970,1
8041,0.703278635,4,1970,2
8042,0.877939258,4,1970,3
8043,2.248807557,4,1970,4
8044,3.107613092,4,1970,5
8045,3.57000459,4,1970,6
8046,2.757143846,4,1970,7
8047,2.620502609,4,1970,8
8048,2.218566171,4,1970,9
8049,1.652590897,4,1970,10
8050,0.68333355,4,1970,11
8051,0.768715951,4,1970,12
8148,0.51368124,4,1971,1
8149,0.767089266,4,1971,2
8150,1.637055699,4,1971,3
8151,2.383173417,4,1971,4
8152,3.59716845,4,1971,5
8153,3.441759959,4,1971,6
8154,2.851157843,4,1971,7
8155,2.835821033,4,1971,8
8156,1.986021004,4,1971,9
8157,1.290563876,4,1971,10
8158,0.852692217,4,1971,11
8159,0.461061165,4,1971,12
8256,0.477631755,4,1972,1
8257,0.555775965,4,1972,2
8258,1.244779134,4,1972,3
8259,2.158990623,4,1972,4
8260,3.299041403,4,1972,5
8261,4.072745176,4,1972,6
8262,2.881630522,4,1972,7
8263,2.612785665,4,1972,8
8264,1.843196867,4,1972,9
8265,1.727149546,4,1972,10
8266,0.850534129,4,1972,11
8267,0.703609843,4,1972,12
8364,0.608171047,4,1973,1
8365,0.63326777,4,1973,2
8366,1.189797055,4,1973,3
8367,1.945114049,4,1973,4
8368,3.392618188,4,1973,5
8369,3.60961455,4,1973,6
8370,2.900563207,4,1973,7
8371,2.377958669,4,1973,8
8372,2.380790123,4,1973,9
8373,1.017516558,4,1973,10
8374,0.816600424,4,1973,11
8375,0.480164309,4,1973,12
8472,0.654344115,4,1974,1
8473,0.757216051,4,1974,2
8474,2.150480045,4,1974,3
8475,2.202915763,4,1974,4
8476,3.180866679,4,1974,5
8477,3.605621603,4,1974,6
8478,2.773555409,4,1974,7
8479,2.673190654,4,1974,8
8480,3.250502508,4,1974,9
8481,1.288441091,4,1974,10
8482,1.169682153,4,1974,11
8483,0.397920779,4,1974,12
8580,0.518606785,4,1975,1
8581,0.575688784,4,1975,2
8582,1.052377391,4,1975,3
8583,2.204364447,4,1975,4
8584,3.13076067,4,1975,5
8585,3.540062042,4,1975,6
8586,2.61927173,4,1975,7
8587,2.68717386,4,1975,8
8588,1.507772784,4,1975,9
8589,1.389360042,4,1975,10
8590,1.041466108,4,1975,11
8591,0.8388488,4,1975,12
8688,0.649998605,4,1976,1
8689,0.800590162,4,1976,2
8690,1.07905077,4,1976,3
8691,2.354839612,4,1976,4
8692,3.385502194,4,1976,5
8693,4.021317024,4,1976,6
8694,2.720613259,4,1976,7
8695,2.971419134,4,1976,8
8696,1.565724188,4,1976,9
8697,1.763146332,4,1976,10
8698,0.841366019,4,1976,11
8699,0.594310003,4,1976,12
8796,0.705695222,4,1977,1
8797,1.712234576,4,1977,2
8798,1.181272425,4,1977,3
8799,2.451332028,4,1977,4
8800,3.031895632,4,1977,5
8801,3.535431974,4,1977,6
8802,3.20938953,4,1977,7
8803,2.522721504,4,1977,8
8804,2.253573159,4,1977,9
8805,1.190464064,4,1977,10
8806,0.572137417,4,1977,11
8807,0.344882242,4,1977,12
8904,0.504518126,4,1978,1
8905,0.657001113,4,1978,2
8906,1.887744113,4,1978,3
8907,2.38106522,4,1978,4
8908,3.806061309,4,1978,5
8909,3.888424458,4,1978,6
8910,2.848939295,4,1978,7
8911,2.582560091,4,1978,8
8912,2.087150542,4,1978,9
8913,1.160425833,4,1978,10
8914,1.063742381,4,1978,11
8915,0.581337092,4,1978,12
9012,0.511903292,4,1979,1
9013,0.515604445,4,1979,2
9014,1.897714336,4,1979,3
9015,2.361693484,4,1979,4
9016,3.232725489,4,1979,5
9017,3.975197205,4,1979,6
9018,2.731709877,4,1979,7
9019,2.82459935,4,1979,8
9020,2.276623392,4,1979,9
9021,1.383773291,4,1979,10
9022,0.673758669,4,1979,11
9023,0.619683484,4,1979,12
9120,0.482006192,4,1980,1
9121,0.547562666,4,1980,2
9122,1.535223235,4,1980,3
9123,1.856632179,4,1980,4
9124,3.215266396,4,1980,5
9125,3.472242942,4,1980,6
9126,2.807845152,4,1980,7
9127,2.804511189,4,1980,8
9128,2.294087738,4,1980,9
9129,1.443233461,4,1980,10
9130,0.872457594,4,1980,11
9131,0.997648741,4,1980,12
9228,0.557268872,4,1981,1
9229,0.742114906,4,1981,2
9230,0.984610296,4,1981,3
9231,2.207071068,4,1981,4
9232,2.834102871,4,1981,5
9233,4.024202272,4,1981,6
9234,2.476422627,4,1981,7
9235,2.673622334,4,1981,8
9236,1.737831517,4,1981,9
9237,0.852592493,4,1981,10
9238,0.821862218,4,1981,11
9239,0.678475651,4,1981,12
9336,0.483525127,4,1982,1
9337,0.596427881,4,1982,2
9338,1.351139748,4,1982,3
9339,2.943663162,4,1982,4
9340,3.100934074,4,1982,5
9341,4.18180264,4,1982,6
9342,2.862141752,4,1982,7
9343,2.745298564,4,1982,8
9344,2.055631613,4,1982,9
9345,0.989667626,4,1982,10
9346,1.099631015,4,1982,11
9347,0.615001653,4,1982,12
9444,0.5348498,4,1983,1
9445,0.538009002,4,1983,2
9446,1.112922105,4,1983,3
9447,1.831873353,4,1983,4
9448,3.227503942,4,1983,5
9449,3.927046316,4,1983,6
9450,2.681846348,4,1983,7
9451,2.725696545,4,1983,8
9452,2.396305145,4,1983,9
9453,1.737817549,4,1983,10
9454,0.676714569,4,1983,11
9455,0.772657545,4,1983,12
9552,0.62098019,4,1984,1
9553,0.641727607,4,1984,2
9554,1.568102637,4,1984,3
9555,1.401525473,4,1984,4
9556,2.688413124,4,1984,5
9557,4.021094868,4,1984,6
9558,2.640960807,4,1984,7
9559,2.553103517,4,1984,8
9560,2.11058218,4,1984,9
9561,1.570743006,4,1984,10
9562,0.979775674,4,1984,11
9563,0.611951788,4,1984,12
9660,0.678310477,4,1985,1
9661,0.854815067,4,1985,2
9662,0.911950548,4,1985,3
9663,1.570028755,4,1985,4
9664,3.184111334,4,1985,5
9665,3.579086921,4,1985,6
9666,2.715276063,4,1985,7
9667,2.511337654,4,1985,8
9668,1.46490496,4,1985,9
9669,1.839821118,4,1985,10
9670,0.830623672,4,1985,11
9671,0.513185482,4,1985,12
9768,0.635323836,4,1986,1
9769,0.711911387,4,1986,2
9770,1.069800815,4,1986,3
9771,2.26627225,4,1986,4
9772,3.493994589,4,1986,5
9773,4.22673219,4,1986,6
9774,2.744076502,4,1986,7
9775,2.59490028,4,1986,8
9776,1.636524251,4,1986,9
9777,1.023910764,4,1986,10
9778,0.553198275,4,1986,11
9779,0.528925052,4,1986,12
9876,0.792455298,4,1987,1
9877,0.724919502,4,1987,2
9878,1.445124288,4,1987,3
9879,2.218897365,4,1987,4
9880,3.022923565,4,1987,5
9881,3.866254716,4,1987,6
9882,2.855936507,4,1987,7
9883,2.713134031,4,1987,8
9884,2.406492426,4,1987,9
9885,1.797123416,4,1987,10
9886,0.598158566,4,1987,11
9887,0.801605458,4,1987,12
9984,0.50956235,4,1988,1
9985,1.604095544,4,1988,2
9986,1.628612513,4,1988,3
9987,1.909932427,4,1988,4
9988,3.940607433,4,1988,5
9989,4.116972941,4,1988,6
9990,2.899064309,4,1988,7
9991,2.642276647,4,1988,8
9992,2.388959746,4,1988,9
9993,1.165258908,4,1988,10
9994,0.964691752,4,1988,11
9995,0.83212672,4,1988,12
10092,0.516124148,4,1989,1
10093,0.538009002,4,1989,2
10094,1.031310422,4,1989,3
10095,2.275280422,4,1989,4
10096,3.586007884,4,1989,5
10097,4.249297762,4,1989,6
10098,2.805765769,4,1989,7
10099,2.642469834,4,1989,8
10100,2.169093525,4,1989,9
10101,1.221931304,4,1989,10
10102,0.846203151,4,1989,11
10103,0.795843304,4,1989,12
10200,0.892080312,4,1990,1
10201,0.525256997,4,1990,2
10202,1.786316897,4,1990,3
10203,2.698055396,4,1990,4
10204,3.010584114,4,1990,5
10205,3.439774069,4,1990,6
10206,2.724434433,4,1990,7
10207,2.860002392,4,1990,8
10208,1.85497218,4,1990,9
10209,2.201893632,4,1990,10
10210,0.784351557,4,1990,11
10211,0.829742626,4,1990,12
10308,1.001736786,4,1991,1
10309,0.613342717,4,1991,2
10310,1.756120873,4,1991,3
10311,2.421548537,4,1991,4
10312,3.235137455,4,1991,5
10313,4.200017111,4,1991,6
10314,2.830775359,4,1991,7
10315,3.009989784,4,1991,8
10316,2.46836616,4,1991,9
10317,1.118553336,4,1991,10
10318,0.893559524,4,1991,11
10319,0.647651824,4,1991,12
10416,0.617789206,4,1992,1
10417,1.486241144,4,1992,2
10418,1.354313907,4,1992,3
10419,2.334863614,4,1992,4
10420,3.958907821,4,1992,5
10421,3.972415466,4,1992,6
10422,2.927441889,4,1992,7
10423,2.886045234,4,1992,8
10424,2.149298225,4,1992,9
10425,1.059864478,4,1992,10
10426,1.036079944,4,1992,11
10427,0.856745121,4,1992,12
10524,2.295530182,4,1993,1
10525,1.143251676,4,1993,2
10526,1.790288792,4,1993,3
10527,2.076489795,4,1993,4
10528,3.798613269,4,1993,5
10529,3.573821461,4,1993,6
10530,3.25333801,4,1993,7
10531,2.496382994,4,1993,8
10532,3.074580192,4,1993,9
10533,0.996615194,4,1993,10
10534,0.853689723,4,1993,11
10535,0.611679064,4,1993,12
10632,0.492013173,4,1994,1
10633,0.525567213,4,1994,2
10634,1.081445066,4,1994,3
10635,2.087846804,4,1994,4
10636,3.074219128,4,1994,5
