,Precipitation,encode_state,Year,Month
1115,0.832904267,2,1906,12
1212,0.853951397,2,1907,1
1213,0.624427742,2,1907,2
1214,1.178789938,2,1907,3
1215,1.701609758,2,1907,4
1216,2.598816499,2,1907,5
1217,3.896920559,2,1907,6
1218,3.642308313,2,1907,7
1219,3.443750592,2,1907,8
1220,3.054296444,2,1907,9
1221,1.193275495,2,1907,10
1222,1.075588902,2,1907,11
1223,0.733442664,2,1907,12
1320,0.534914954,2,1908,1
1321,0.852101432,2,1908,2
1322,1.206331996,2,1908,3
1323,1.765988557,2,1908,4
1324,3.755513436,2,1908,5
1325,4.063877489,2,1908,6
1326,3.536999458,2,1908,7
1327,3.019019276,2,1908,8
1328,2.506955316,2,1908,9
1329,1.586570822,2,1908,10
1330,1.152326824,2,1908,11
1331,0.828152728,2,1908,12
1428,0.86235929,2,1909,1
1429,0.869856254,2,1909,2
1430,1.189784471,2,1909,3
1431,2.026538605,2,1909,4
1432,2.773465171,2,1909,5
1433,3.695302765,2,1909,6
1434,3.492984762,2,1909,7
1435,3.56741912,2,1909,8
1436,2.809396709,2,1909,9
1437,1.376751089,2,1909,10
1438,1.410324181,2,1909,11
1439,0.984985189,2,1909,12
1536,0.776594184,2,1910,1
1537,0.743244168,2,1910,2
1538,1.117186625,2,1910,3
1539,1.756202851,2,1910,4
1540,2.316394934,2,1910,5
1541,3.400778366,2,1910,6
1542,3.329921488,2,1910,7
1543,3.081515409,2,1910,8
1544,2.678782714,2,1910,9
1545,1.432653046,2,1910,10
1546,1.287929836,2,1910,11
1547,0.752289989,2,1910,12
1644,0.792963542,2,1911,1
1645,0.85315229,2,1911,2
1646,1.147412465,2,1911,3
1647,1.706635571,2,1911,4
1648,2.649121724,2,1911,5
1649,3.676939522,2,1911,6
1650,3.124007902,2,1911,7
1651,3.717247106,2,1911,8
1652,2.636643184,2,1911,9
1653,1.981218462,2,1911,10
1654,1.122280847,2,1911,11
1655,0.970109881,2,1911,12
1752,0.674440817,2,1912,1
1753,0.647826337,2,1912,2
1754,1.007081129,2,1912,3
1755,1.623064904,2,1912,4
1756,3.227648823,2,1912,5
1757,3.496859924,2,1912,6
1758,3.776754356,2,1912,7
1759,3.544107843,2,1912,8
1760,2.618973441,2,1912,9
1761,1.519975117,2,1912,10
1762,1.006236893,2,1912,11
1763,0.832353198,2,1912,12
1860,0.604759593,2,1913,1
1861,0.618224142,2,1913,2
1862,1.142485118,2,1913,3
1863,1.691073359,2,1913,4
1864,3.384739513,2,1913,5
1865,3.148535647,2,1913,6
1866,4.298574642,2,1913,7
1867,3.247777083,2,1913,8
1868,2.640723212,2,1913,9
1869,1.669620924,2,1913,10
1870,0.859239205,2,1913,11
1871,0.523504104,2,1913,12
1968,0.848242939,2,1914,1
1969,0.629111903,2,1914,2
1970,1.250360799,2,1914,3
1971,1.827019238,2,1914,4
1972,2.352305759,2,1914,5
1973,4.83090916,2,1914,6
1974,3.393101923,2,1914,7
1975,3.306232571,2,1914,8
1976,2.629420143,2,1914,9
1977,1.604816754,2,1914,10
1978,1.126400494,2,1914,11
1979,0.861482986,2,1914,12
2076,0.722387157,2,1915,1
2077,1.023290941,2,1915,2
2078,1.130596499,2,1915,3
2079,1.671828235,2,1915,4
2080,3.332620907,2,1915,5
2081,4.815619806,2,1915,6
2082,3.312365437,2,1915,7
2083,3.062595149,2,1915,8
2084,2.56491264,2,1915,9
2085,1.671508695,2,1915,10
2086,0.986172243,2,1915,11
2087,0.845089782,2,1915,12
2184,1.295554762,2,1916,1
2185,0.891946201,2,1916,2
2186,1.176508898,2,1916,3
2187,2.396667492,2,1916,4
2188,3.001183729,2,1916,5
2189,3.724490223,2,1916,6
2190,3.421924469,2,1916,7
2191,3.139307051,2,1916,8
2192,2.745782948,2,1916,9
2193,1.456547792,2,1916,10
2194,1.075872744,2,1916,11
2195,0.704552936,2,1916,12
2292,0.752942948,2,1917,1
2293,0.878118622,2,1917,2
2294,1.330829558,2,1917,3
2295,1.941269731,2,1917,4
2296,1.993692132,2,1917,5
2297,3.186938074,2,1917,6
2298,3.191816189,2,1917,7
2299,3.448960035,2,1917,8
2300,2.662173469,2,1917,9
2301,1.485027969,2,1917,10
2302,0.791043815,2,1917,11
2303,0.802755721,2,1917,12
2400,0.655608177,2,1918,1
2401,0.58776465,2,1918,2
2402,1.266343531,2,1918,3
2403,1.684379411,2,1918,4
2404,2.765885561,2,1918,5
2405,3.086092502,2,1918,6
2406,3.336795175,2,1918,7
2407,3.89625538,2,1918,8
2408,2.182548462,2,1918,9
2409,1.771591213,2,1918,10
2410,1.768645081,2,1918,11
2411,1.011576193,2,1918,12
2508,0.514478747,2,1919,1
2509,0.892423766,2,1919,2
2510,1.259131756,2,1919,3
2511,1.797112807,2,1919,4
2512,3.122866227,2,1919,5
2513,3.981082753,2,1919,6
2514,3.636267196,2,1919,7
2515,3.54308516,2,1919,8
2516,1.633079724,2,1919,9
2517,1.644481404,2,1919,10
2518,1.450467882,2,1919,11
2519,0.79157321,2,1919,12
2616,0.791184038,2,1920,1
2617,0.660686757,2,1920,2
2618,1.296517301,2,1920,3
2619,1.739192463,2,1920,4
2620,2.97086049,2,1920,5
2621,4.054133369,2,1920,6
2622,3.313079163,2,1920,7
2623,2.990088037,2,1920,8
2624,2.720437463,2,1920,9
2625,1.534239426,2,1920,10
2626,1.184041329,2,1920,11
2627,0.908891131,2,1920,12
2724,0.634477918,2,1921,1
2725,0.757274828,2,1921,2
2726,1.244277948,2,1921,3
2727,1.769258197,2,1921,4
2728,2.745865128,2,1921,5
2729,3.681862268,2,1921,6
2730,3.474470426,2,1921,7
2731,2.666617063,2,1921,8
2732,3.272589779,2,1921,9
2733,1.362147023,2,1921,10
2734,1.250239666,2,1921,11
2735,0.668366579,2,1921,12
2832,0.731217229,2,1922,1
2833,1.200273866,2,1922,2
2834,1.182725633,2,1922,3
2835,1.754402814,2,1922,4
2836,3.552983299,2,1922,5
2837,3.731704008,2,1922,6
2838,3.239435256,2,1922,7
2839,2.695533188,2,1922,8
2840,2.770165058,2,1922,9
2841,1.485343625,2,1922,10
2842,1.598315572,2,1922,11
2843,0.728231329,2,1922,12
2940,0.759317646,2,1923,1
2941,0.802072714,2,1923,2
2942,1.199515844,2,1923,3
2943,1.70545699,2,1923,4
2944,3.084844463,2,1923,5
2945,3.619158549,2,1923,6
2946,2.760906928,2,1923,7
2947,2.714142735,2,1923,8
2948,2.774791648,2,1923,9
2949,1.598607374,2,1923,10
2950,1.155170077,2,1923,11
2951,0.725500874,2,1923,12
3048,0.64528194,2,1924,1
3049,0.714911886,2,1924,2
3050,0.958911592,2,1924,3
3051,1.863366485,2,1924,4
3052,2.592640975,2,1924,5
3053,3.873395614,2,1924,6
3054,3.217773142,2,1924,7
3055,3.523504222,2,1924,8
3056,2.708623546,2,1924,9
3057,1.661704668,2,1924,10
3058,1.099710647,2,1924,11
3059,0.843441471,2,1924,12
3156,0.680099391,2,1925,1
3157,0.748672453,2,1925,2
3158,1.150869427,2,1925,3
3159,1.773804496,2,1925,4
3160,1.709003161,2,1925,5
3161,4.237653335,2,1925,6
3162,3.277023259,2,1925,7
3163,3.264111298,2,1925,8
3164,3.1768732,2,1925,9
3165,1.285671445,2,1925,10
3166,1.049783814,2,1925,11
3167,0.690728635,2,1925,12
3264,0.702030746,2,1926,1
3265,0.766758582,2,1926,2
3266,1.072047577,2,1926,3
3267,1.706426385,2,1926,4
3268,2.722675871,2,1926,5
3269,3.821040018,2,1926,6
3270,3.535721066,2,1926,7
3271,3.035872767,2,1926,8
3272,3.724315226,2,1926,9
3273,1.667867298,2,1926,10
3274,1.313700179,2,1926,11
3275,0.923761523,2,1926,12
3372,0.816192417,2,1927,1
3373,0.95105264,2,1927,2
3374,1.331745346,2,1927,3
3375,2.068233982,2,1927,4
3376,3.054237715,2,1927,5
3377,3.353638532,2,1927,6
3378,3.261205982,2,1927,7
3379,3.113059668,2,1927,8
3380,2.827786111,2,1927,9
3381,1.574179883,2,1927,10
3382,1.155292489,2,1927,11
3383,0.981292383,2,1927,12
3480,0.678461021,2,1928,1
3481,0.746370055,2,1928,2
3482,1.163007294,2,1928,3
3483,1.790552261,2,1928,4
3484,2.266400185,2,1928,5
3485,3.928918031,2,1928,6
3486,3.456587082,2,1928,7
3487,4.188254449,2,1928,8
3488,2.627602965,2,1928,9
3489,1.59803263,2,1928,10
3490,1.179355383,2,1928,11
3491,0.771320482,2,1928,12
3588,0.91333278,2,1929,1
3589,0.741731761,2,1929,2
3590,1.298813718,2,1929,3
3591,1.810844254,2,1929,4
3592,2.893210124,2,1929,5
3593,3.451423317,2,1929,6
3594,3.301950992,2,1929,7
3595,3.183328144,2,1929,8
3596,2.777094189,2,1929,9
3597,1.646660128,2,1929,10
3598,0.973445428,2,1929,11
3599,0.904252844,2,1929,12
3696,0.710874596,2,1930,1
3697,0.939582792,2,1930,2
3698,1.139393039,2,1930,3
3699,1.589522284,2,1930,4
3700,2.736562251,2,1930,5
3701,3.59477663,2,1930,6
3702,3.071083292,2,1930,7
3703,2.424942463,2,1930,8
3704,2.954626875,2,1930,9
3705,1.346790728,2,1930,10
3706,1.262265114,2,1930,11
3707,0.757104072,2,1930,12
3804,0.502490739,2,1931,1
3805,0.91036591,2,1931,2
3806,1.096350405,2,1931,3
3807,1.719089516,2,1931,4
3808,2.662745721,2,1931,5
3809,3.901672348,2,1931,6
3810,3.060548666,2,1931,7
3811,2.279434893,2,1931,8
3812,2.653817406,2,1931,9
3813,1.799773641,2,1931,10
3814,1.606432662,2,1931,11
3815,0.841487316,2,1931,12
3912,0.825852689,2,1932,1
3913,0.843581683,2,1932,2
3914,1.217448409,2,1932,3
3915,1.808125106,2,1932,4
3916,2.779635683,2,1932,5
3917,3.565275384,2,1932,6
3918,2.99978608,2,1932,7
3919,3.265260139,2,1932,8
3920,2.281138525,2,1932,9
3921,1.832782278,2,1932,10
3922,1.373441705,2,1932,11
3923,0.838107538,2,1932,12
4020,0.748915283,2,1933,1
4021,0.724852187,2,1933,2
4022,1.099994962,2,1933,3
4023,1.49404007,2,1933,4
4024,3.334362596,2,1933,5
4025,3.718553629,2,1933,6
4026,3.265847805,2,1933,7
4027,3.164696851,2,1933,8
4028,2.22840802,2,1933,9
4029,1.548865786,2,1933,10
4030,1.085765199,2,1933,11
4031,0.903820673,2,1933,12
4128,0.673589989,2,1934,1
4129,0.62209356,2,1934,2
4130,1.133390346,2,1934,3
4131,1.75658177,2,1934,4
4132,3.095869736,2,1934,5
4133,3.640672918,2,1934,6
4134,3.225595883,2,1934,7
4135,2.49018255,2,1934,8
4136,3.133151143,2,1934,9
4137,1.595290923,2,1934,10
4138,1.229598545,2,1934,11
4139,0.835375338,2,1934,12
4236,0.856105449,2,1935,1
4237,0.708348273,2,1935,2
4238,1.351995284,2,1935,3
4239,1.778848891,2,1935,4
4240,2.349300068,2,1935,5
4241,3.943683989,2,1935,6
4242,3.16456634,2,1935,7
4243,3.767824019,2,1935,8
4244,1.920959228,2,1935,9
4245,1.704576467,2,1935,10
4246,1.233405685,2,1935,11
4247,0.637959257,2,1935,12
4344,0.696004855,2,1936,1
4345,0.992448205,2,1936,2
4346,1.275658688,2,1936,3
4347,1.747224806,2,1936,4
4348,2.52114117,2,1936,5
4349,3.15466765,2,1936,6
4350,2.938655442,2,1936,7
4351,3.502699406,2,1936,8
4352,2.268041041,2,1936,9
4353,1.316627163,2,1936,10
4354,1.170627678,2,1936,11
4355,0.97671688,2,1936,12
4452,0.987953196,2,1937,1
4453,0.768082759,2,1937,2
4454,1.134561832,2,1937,3
4455,2.464329336,2,1937,4
4456,3.475546595,2,1937,5
4457,3.565554834,2,1937,6
4458,3.089543525,2,1937,7
4459,3.349191922,2,1937,8
4460,2.558416577,2,1937,9
4461,1.303068211,2,1937,10
4462,1.187764576,2,1937,11
4463,0.734461752,2,1937,12
4560,0.617091383,2,1938,1
4561,0.643714589,2,1938,2
4562,1.332427995,2,1938,3
4563,2.349261419,2,1938,4
4564,3.854044948,2,1938,5
4565,3.460561409,2,1938,6
4566,3.258795977,2,1938,7
4567,3.174579377,2,1938,8
4568,2.634946388,2,1938,9
4569,1.264654199,2,1938,10
4570,1.326286299,2,1938,11
4571,0.742495862,2,1938,12
4668,0.822240735,2,1939,1
4669,0.869351261,2,1939,2
4670,1.268727756,2,1939,3
4671,1.926343373,2,1939,4
4672,2.582986633,2,1939,5
4673,3.62898832,2,1939,6
4674,3.288396555,2,1939,7
4675,3.331774832,2,1939,8
4676,2.395440301,2,1939,9
4677,1.863674258,2,1939,10
4678,1.071753865,2,1939,11
4679,0.700842799,2,1939,12
4776,0.678286793,2,1940,1
4777,0.697397104,2,1940,2
4778,1.331252063,2,1940,3
4779,2.052414258,2,1940,4
4780,3.07096701,2,1940,5
4781,4.003637131,2,1940,6
4782,3.014250524,2,1940,7
4783,3.825526257,2,1940,8
4784,1.99380119,2,1940,9
4785,1.780720863,2,1940,10
4786,1.966828548,2,1940,11
4787,0.742967205,2,1940,12
4884,0.801550011,2,1941,1
4885,0.762830358,2,1941,2
4886,1.278754973,2,1941,3
4887,2.148171825,2,1941,4
4888,3.520409779,2,1941,5
4889,3.97521827,2,1941,6
4890,3.251572569,2,1941,7
4891,3.742330727,2,1941,8
4892,3.046018517,2,1941,9
4893,2.083894612,2,1941,10
4894,1.029042486,2,1941,11
4895,0.642108369,2,1941,12
4992,0.625363793,2,1942,1
4993,0.725192257,2,1942,2
4994,1.366875699,2,1942,3
4995,2.229521987,2,1942,4
4996,3.527789051,2,1942,5
4997,3.990628362,2,1942,6
4998,3.033707667,2,1942,7
4999,3.832831888,2,1942,8
5000,3.269796182,2,1942,9
5001,1.807795552,2,1942,10
5002,0.961238475,2,1942,11
5003,0.889673499,2,1942,12
5100,0.793011727,2,1943,1
5101,0.864921608,2,1943,2
5102,1.313938754,2,1943,3
5103,1.716267985,2,1943,4
5104,3.428189647,2,1943,5
5105,4.049401854,2,1943,6
5106,3.546666124,2,1943,7
5107,3.349509438,2,1943,8
5108,2.568114397,2,1943,9
5109,1.545770507,2,1943,10
5110,1.100842633,2,1943,11
5111,0.614243185,2,1943,12
5208,0.65288386,2,1944,1
5209,0.727741789,2,1944,2
5210,1.220861759,2,1944,3
5211,1.713061167,2,1944,4
5212,3.654143801,2,1944,5
5213,4.186782935,2,1944,6
5214,3.258795977,2,1944,7
5215,3.927374181,2,1944,8
5216,2.546311826,2,1944,9
5217,1.367058432,2,1944,10
5218,1.274398956,2,1944,11
5219,0.61874917,2,1944,12
5316,0.92200021,2,1945,1
5317,0.846225638,2,1945,2
5318,1.324729462,2,1945,3
5319,2.027684783,2,1945,4
5320,3.108454603,2,1945,5
5321,4.024103651,2,1945,6
5322,3.829207152,2,1945,7
5323,3.32444035,2,1945,8
5324,2.883179558,2,1945,9
5325,1.275470003,2,1945,10
5326,1.317351379,2,1945,11
5327,0.934981269,2,1945,12
5424,0.697986198,2,1946,1
5425,0.803562874,2,1946,2
5426,1.487276437,2,1946,3
5427,1.884946005,2,1946,4
5428,2.262973481,2,1946,5
5429,3.81623076,2,1946,6
5430,3.429909348,2,1946,7
5431,3.077615011,2,1946,8
5432,3.260251924,2,1946,9
5433,1.942174389,2,1946,10
5434,1.22016041,2,1946,11
5435,0.870686767,2,1946,12
5532,0.713541118,2,1947,1
5533,0.642108973,2,1947,2
5534,1.283771959,2,1947,3
5535,1.981702479,2,1947,4
5536,2.435325752,2,1947,5
5537,4.083248792,2,1947,6
5538,3.003818049,2,1947,7
5539,3.689029401,2,1947,8
5540,2.975518088,2,1947,9
5541,1.886439088,2,1947,10
5542,1.283163867,2,1947,11
5543,0.747191308,2,1947,12
5640,0.751027068,2,1948,1
5641,0.81917022,2,1948,2
5642,1.337945813,2,1948,3
5643,2.444897723,2,1948,4
5644,2.147646953,2,1948,5
5645,4.069684541,2,1948,6
5646,3.335602674,2,1948,7
5647,3.115016379,2,1948,8
5648,2.480290066,2,1948,9
5649,1.650319463,2,1948,10
5650,1.189661344,2,1948,11
5651,0.963907734,2,1948,12
5748,1.08778273,2,1949,1
5749,0.639231748,2,1949,2
5750,1.339645135,2,1949,3
5751,1.589611584,2,1949,4
5752,2.598089674,2,1949,5
5753,3.947792559,2,1949,6
5754,3.630092047,2,1949,7
5755,3.099963004,2,1949,8
5756,2.013184422,2,1949,9
5757,1.721332016,2,1949,10
5758,1.125290312,2,1949,11
5759,0.844342857,2,1949,12
5856,0.880123065,2,1950,1
5857,0.610069575,2,1950,2
5858,1.329869321,2,1950,3
5859,2.116262296,2,1950,4
5860,3.424701129,2,1950,5
5861,3.915591497,2,1950,6
5862,3.572966526,2,1950,7
5863,2.758068988,2,1950,8
5864,2.632875087,2,1950,9
5865,2.05224296,2,1950,10
5866,1.21161787,2,1950,11
5867,0.913667281,2,1950,12
5964,0.585325936,2,1951,1
5965,0.906824819,2,1951,2
5966,1.411486144,2,1951,3
5967,1.732782033,2,1951,4
5968,2.831126971,2,1951,5
5969,3.583060826,2,1951,6
5970,3.192970668,2,1951,7
5971,4.323188634,2,1951,8
5972,2.711294207,2,1951,9
5973,1.692948179,2,1951,10
5974,1.13653478,2,1951,11
5975,0.980773558,2,1951,12
6072,0.870604058,2,1952,1
6073,0.769625443,2,1952,2
6074,1.22241378,2,1952,3
6075,1.45500209,2,1952,4
6076,3.046632443,2,1952,5
6077,4.078374266,2,1952,6
6078,3.99016672,2,1952,7
6079,3.6259306,2,1952,8
6080,1.568376603,2,1952,9
6081,1.178523129,2,1952,10
6082,1.189669328,2,1952,11
6083,0.654889206,2,1952,12
6180,0.856278444,2,1953,1
6181,1.114827771,2,1953,2
6182,1.27574577,2,1953,3
6183,2.054261641,2,1953,4
6184,3.276103316,2,1953,5
6185,4.20717139,2,1953,6
6186,3.57366114,2,1953,7
6187,3.74816631,2,1953,8
6188,1.932362422,2,1953,9
6189,1.225212159,2,1953,10
6190,1.285860682,2,1953,11
6191,0.859373177,2,1953,12
6288,0.74731532,2,1954,1
6289,0.759207149,2,1954,2
6290,1.21288124,2,1954,3
6291,2.298535191,2,1954,4
6292,2.984623566,2,1954,5
6293,4.053413504,2,1954,6
6294,3.386017204,2,1954,7
6295,3.149428474,2,1954,8
6296,2.23144312,2,1954,9
6297,1.886399925,2,1954,10
6298,1.261280469,2,1954,11
6299,0.722733912,2,1954,12
6396,0.629553557,2,1955,1
6397,1.115404188,2,1955,2
6398,1.311918437,2,1955,3
6399,2.099576868,2,1955,4
6400,2.27683729,2,1955,5
6401,3.83049431,2,1955,6
6402,3.549651398,2,1955,7
6403,3.342758883,2,1955,8
6404,2.568261023,2,1955,9
6405,1.382780065,2,1955,10
6406,1.145598479,2,1955,11
6407,1.028723741,2,1955,12
6504,0.685573947,2,1956,1
6505,0.634801576,2,1956,2
6506,1.338919904,2,1956,3
6507,2.061119449,2,1956,4
6508,3.091745021,2,1956,5
6509,3.882612538,2,1956,6
6510,3.454069951,2,1956,7
6511,3.191770111,2,1956,8
6512,2.201741256,2,1956,9
6513,1.528072376,2,1956,10
6514,1.201376471,2,1956,11
6515,0.782131186,2,1956,12
6612,0.70194222,2,1957,1
6613,0.716463553,2,1957,2
6614,1.290292052,2,1957,3
6615,1.894041092,2,1957,4
6616,3.083018243,2,1957,5
6617,3.915927546,2,1957,6
6618,3.538041613,2,1957,7
6619,3.373178342,2,1957,8
6620,2.471480861,2,1957,9
6621,1.542857358,2,1957,10
6622,1.131080087,2,1957,11
6623,0.619909792,2,1957,12
6720,0.689163572,2,1958,1
6721,0.664228786,2,1958,2
6722,1.128763165,2,1958,3
6723,1.583260278,2,1958,4
6724,2.765283394,2,1958,5
6725,3.799701436,2,1958,6
6726,3.323156898,2,1958,7
6727,3.164577439,2,1958,8
6728,2.480895265,2,1958,9
6729,1.397986676,2,1958,10
6730,1.199193055,2,1958,11
6731,0.795643177,2,1958,12
6828,0.628342879,2,1959,1
6829,0.678186159,2,1959,2
6830,0.875251259,2,1959,3
6831,1.743170345,2,1959,4
6832,3.804698348,2,1959,5
6833,3.464636183,2,1959,6
6834,3.322154819,2,1959,7
6835,3.721933936,2,1959,8
6836,2.554456606,2,1959,9
6837,1.643398889,2,1959,10
6838,1.061365678,2,1959,11
6839,0.897543567,2,1959,12
6936,0.779113201,2,1960,1
6937,0.673178441,2,1960,2
6938,0.894295686,2,1960,3
6939,1.766501015,2,1960,4
6940,3.317951812,2,1960,5
6941,4.133577526,2,1960,6
6942,3.249087665,2,1960,7
6943,3.250929228,2,1960,8
6944,2.62962994,2,1960,9
6945,1.595109865,2,1960,10
6946,1.288126448,2,1960,11
6947,0.874974058,2,1960,12
7044,0.708532802,2,1961,1
7045,0.704320706,2,1961,2
7046,0.912912764,2,1961,3
7047,2.57209787,2,1961,4
7048,2.683995209,2,1961,5
7049,4.046913091,2,1961,6
7050,3.171175008,2,1961,7
7051,3.176139902,2,1961,8
7052,2.602521606,2,1961,9
7053,1.386694353,2,1961,10
7054,1.308651291,2,1961,11
7055,0.819316433,2,1961,12
7152,0.686569977,2,1962,1
7153,1.101804803,2,1962,2
7154,1.268300839,2,1962,3
7155,1.734220748,2,1962,4
7156,2.436913197,2,1962,5
7157,3.989625707,2,1962,6
7158,3.358137173,2,1962,7
7159,3.059120473,2,1962,8
7160,2.978718088,2,1962,9
7161,1.633128664,2,1962,10
7162,1.234962981,2,1962,11
7163,0.755611598,2,1962,12
7260,0.878318086,2,1963,1
7261,0.72382345,2,1963,2
7262,1.290506301,2,1963,3
7263,1.914673769,2,1963,4
7264,3.179189214,2,1963,5
7265,4.015770859,2,1963,6
7266,3.316385853,2,1963,7
7267,3.32401573,2,1963,8
7268,2.662173469,2,1963,9
7269,1.723862469,2,1963,10
7270,1.069213675,2,1963,11
7271,0.783474196,2,1963,12
7368,0.699949303,2,1964,1
7369,0.710970877,2,1964,2
7370,1.214811472,2,1964,3
7371,1.715112916,2,1964,4
7372,2.470893985,2,1964,5
7373,3.670333286,2,1964,6
7374,3.354853437,2,1964,7
7375,3.187269028,2,1964,8
7376,2.684454476,2,1964,9
7377,1.710476329,2,1964,10
7378,1.247451071,2,1964,11
7379,0.788250551,2,1964,12
7476,0.692366742,2,1965,1
7477,0.776601366,2,1965,2
7478,1.287325594,2,1965,3
7479,1.8952282,2,1965,4
7480,3.141280627,2,1965,5
7481,3.88608287,2,1965,6
7482,3.254960016,2,1965,7
7483,3.488778917,2,1965,8
7484,2.959961002,2,1965,9
7485,1.509561479,2,1965,10
7486,1.162553562,2,1965,11
7487,0.818408372,2,1965,12
7584,0.78671056,2,1966,1
7585,0.66221581,2,1966,2
7586,0.949267548,2,1966,3
7587,2.216331763,2,1966,4
7588,3.210976358,2,1966,5
7589,4.08594562,2,1966,6
7590,3.455913443,2,1966,7
7591,3.608422992,2,1966,8
7592,1.86916624,2,1966,9
7593,1.571207779,2,1966,10
7594,1.156427614,2,1966,11
7595,0.897214863,2,1966,12
7692,1.011450503,2,1967,1
7693,0.590118203,2,1967,2
7694,1.293227727,2,1967,3
7695,1.699039239,2,1967,4
7696,2.504891722,2,1967,5
7697,3.598832778,2,1967,6
7698,3.190454559,2,1967,7
7699,3.280622752,2,1967,8
7700,2.151292174,2,1967,9
7701,1.279076082,2,1967,10
7702,1.104196449,2,1967,11
7703,0.81690228,2,1967,12
7800,0.63055519,2,1968,1
7801,0.857524572,2,1968,2
7802,1.288104876,2,1968,3
7803,2.244093668,2,1968,4
7804,2.391055217,2,1968,5
7805,3.732295986,2,1968,6
7806,3.221212809,2,1968,7
7807,3.455070022,2,1968,8
7808,1.967677928,2,1968,9
7809,1.450585316,2,1968,10
7810,0.85628708,2,1968,11
7811,0.680820611,2,1968,12
7908,0.698692865,2,1969,1
7909,0.640470827,2,1969,2
7910,1.402963602,2,1969,3
7911,1.959639003,2,1969,4
7912,2.34414329,2,1969,5
7913,4.067218801,2,1969,6
7914,3.66347718,2,1969,7
7915,3.242594163,2,1969,8
7916,2.800921725,2,1969,9
7917,1.987986985,2,1969,10
7918,1.036360042,2,1969,11
7919,0.904609539,2,1969,12
8016,0.750009368,2,1970,1
8017,0.804195591,2,1970,2
8018,1.273800611,2,1970,3
8019,1.60767058,2,1970,4
8020,3.238284554,2,1970,5
8021,3.326904255,2,1970,6
8022,3.45807531,2,1970,7
8023,2.995722074,2,1970,8
8024,2.549327504,2,1970,9
8025,1.480248825,2,1970,10
8026,1.278267321,2,1970,11
8027,0.776029602,2,1970,12
8124,0.791934312,2,1971,1
8125,0.720233035,2,1971,2
8126,1.271519164,2,1971,3
8127,2.111360652,2,1971,4
8128,2.60956934,2,1971,5
8129,3.882324563,2,1971,6
8130,3.390028792,2,1971,7
8131,2.747568027,2,1971,8
8132,2.73433918,2,1971,9
8133,1.497944665,2,1971,10
8134,1.183219597,2,1971,11
8135,0.708953424,2,1971,12
8232,0.581785893,2,1972,1
8233,0.786598701,2,1972,2
8234,1.290506301,2,1972,3
8235,1.803080799,2,1972,4
8236,2.175916144,2,1972,5
8237,4.11698421,2,1972,6
8238,3.877979098,2,1972,7
8239,2.928204489,2,1972,8
8240,2.684472038,2,1972,9
8241,1.797937526,2,1972,10
8242,1.073228902,2,1972,11
8243,0.8329992,2,1972,12
8340,0.63488386,2,1973,1
8341,0.759068257,2,1973,2
8342,1.298117938,2,1973,3
8343,1.623617127,2,1973,4
8344,3.566291659,2,1973,5
8345,3.565796368,2,1973,6
8346,3.515526014,2,1973,7
8347,3.27871573,2,1973,8
8348,2.749527279,2,1973,9
8349,1.399474853,2,1973,10
8350,1.232903962,2,1973,11
8351,0.817729965,2,1973,12
8448,0.850275276,2,1974,1
8449,0.844183562,2,1974,2
8450,1.313074866,2,1974,3
8451,1.644349209,2,1974,4
8452,2.371577282,2,1974,5
8453,3.612088743,2,1974,6
8454,3.343736873,2,1974,7
8455,3.192463777,2,1974,8
8456,2.911252374,2,1974,9
8457,2.329986454,2,1974,10
8458,1.124987755,2,1974,11
8459,0.837924312,2,1974,12
8556,0.823612112,2,1975,1
8557,0.769717709,2,1975,2
8558,1.335797144,2,1975,3
8559,1.791682714,2,1975,4
8560,2.743621788,2,1975,5
8561,3.726993145,2,1975,6
8562,3.20775809,2,1975,7
8563,3.41326225,2,1975,8
8564,2.23894093,2,1975,9
8565,1.460883468,2,1975,10
8566,1.186729516,2,1975,11
8567,0.893852844,2,1975,12
8664,0.867971233,2,1976,1
8665,0.822388858,2,1976,2
8666,1.329416488,2,1976,3
8667,1.970407382,2,1976,4
8668,3.117833631,2,1976,5
8669,3.761890821,2,1976,6
8670,3.01458361,2,1976,7
8671,3.017080879,2,1976,8
8672,3.001966306,2,1976,9
8673,1.557594575,2,1976,10
8674,1.37679319,2,1976,11
8675,0.901483429,2,1976,12
8772,0.74391847,2,1977,1
8773,1.087247509,2,1977,2
8774,1.167346638,2,1977,3
8775,2.025341709,2,1977,4
8776,2.525351218,2,1977,5
8777,3.788826092,2,1977,6
8778,3.040744473,2,1977,7
8779,2.472171026,2,1977,8
8780,1.975459746,2,1977,9
8781,1.485391515,2,1977,10
8782,1.509870705,2,1977,11
8783,0.92684843,2,1977,12
8880,0.602890985,2,1978,1
8881,0.787689196,2,1978,2
8882,1.395866276,2,1978,3
8883,2.105963114,2,1978,4
8884,3.959572235,2,1978,5
8885,3.858328285,2,1978,6
8886,3.30175312,2,1978,7
8887,3.273459479,2,1978,8
8888,3.114330058,2,1978,9
8889,1.527243371,2,1978,10
8890,1.155460208,2,1978,11
8891,0.727206911,2,1978,12
8988,0.785280553,2,1979,1
8989,0.692682351,2,1979,2
8990,1.031577004,2,1979,3
8991,1.835251329,2,1979,4
8992,3.296530853,2,1979,5
8993,4.070482296,2,1979,6
8994,3.686197302,2,1979,7
8995,3.70847334,2,1979,8
