Year,Month,PastTemperature,PastPrecipitation,Precipitation,Encode
1961,6,72.5,3.9,3.95,1
1961,7,76.2,2.55,4.36,1
1961,8,77.5,3.83,3.76,1
1961,9,70.2,2.22,5.08,1
1961,10,58.2,3.09,2.51,1
1961,11,43.4,0.29,2.52,1
1961,12,30.9,1.19,0.77,1
1961,1,9.1,0.65,0.22,2
1961,2,12.4,0.21,0.55,2
1961,3,15.8,0.54,1.14,2
1961,4,41,3.02,2.27,2
1961,5,54.2,3.69,3.07,2
1961,6,61.7,3.64,1.61,2
1961,7,68.8,2.51,3.98,2
1961,8,68.6,4.31,2.12,2
1961,9,58.3,2.34,4.52,2
1961,10,46.1,1.22,1.73,2
1961,11,30.6,1.15,0.93,2
1961,12,11.4,0.82,0.9,2
1961,1,15.8,0.96,0.55,3
1961,2,18.3,0.97,1.41,3
1961,3,27.2,1.06,1.18,3
1961,4,39.9,1.71,1.87,3
1961,5,49.6,1.91,2.45,3
1961,6,58.4,1.45,1.02,3
1961,7,69.8,0.47,1.25,3
1961,8,62.6,1.98,0.72,3
1961,9,55.5,0.41,2.8,3
1961,10,44.8,0.66,1.31,3
1961,11,29.6,1.35,1.26,3
1961,12,22.2,0.76,1.13,3
1961,1,19.5,1.21,0.07,4
1961,2,18.2,1.29,0.45,4
1961,3,25.8,1.18,1.97,4
1961,4,49.4,2.47,1.46,4
1961,5,57.7,4.47,5.06,4
1961,6,66.7,4.02,2.61,4
1961,7,73.5,1.95,2.84,4
1961,8,72.7,2.93,2.2,4
1961,9,64.4,1.53,3.27,4
1961,10,52.3,0.83,0.93,4
1961,11,37.4,0.53,0.84,4
1961,12,25.8,0.44,0.61,4
1961,1,7.2,0.5,0.1,5
1961,2,10.3,0.18,0.66,5
1961,3,16.6,0.41,0.25,5
1961,4,40.7,1.05,1.7,5
1961,5,54.2,3.13,1.32,5
1961,6,61.3,2.71,1.38,5
1961,7,71.6,1.44,2.23,5
1961,8,68.3,3.4,0.74,5
1961,9,58.8,0.47,3.61,5
1961,10,45.7,0.49,0.61,5
1961,11,27.2,0.38,0.07,5
1961,12,13.2,0.62,0.42,5
1961,1,35.9,1.73,0.37,6
1961,2,35,2.42,1.67,6
1961,3,39.8,1.28,3.53,6
1961,4,62,1.92,1.09,6
1961,5,66.5,5.84,4.97,6
1961,6,77.4,2.88,4.39,6
1961,7,79.2,6.01,5.17,6
1961,8,79.7,3.46,3.2,6
1961,9,74.4,2.43,5.55,6
1961,10,63.3,4.58,2.6,6
1961,11,50.3,0.49,3.69,6
1961,12,36.7,3.23,1.56,6
1961,1,15.5,0.51,0.12,7
1961,2,14.4,0.62,0.33,7
1961,3,20.5,0.75,0.61,7
1961,4,45.2,1.96,1.06,7
1961,5,55.8,3.08,3.53,7
1961,6,64,3.45,2.42,7
1961,7,74.3,1.12,2.33,7
1961,8,71.2,3.58,1.47,7
1961,9,61.6,1.31,2.23,7
1961,10,49.3,0.36,1.24,7
1961,11,33.3,0.7,0.25,7
1961,12,19,0.75,0.39,7
1961,1,44.1,1.94,2.4,8
1961,2,43.7,1.83,2.14,8
1961,3,50.6,1.01,1.67,8
1961,4,66.6,1.53,0.82,8
1961,5,71.5,1.51,1.68,8
1961,6,81.2,3.69,5.5,8
1961,7,81.7,3.95,3.83,8
1961,8,81.2,3.39,1.59,8
1961,9,76.2,1.91,3.37,8
1961,10,68.1,5.22,1.57,8
1961,11,56.1,1.52,2.71,8
1961,12,42.9,3.86,1.37,8
1962,1,24.4,0.25,1.31,0
1962,2,29.8,0.92,1.74,0
1962,3,34.1,2.32,0.84,0
1962,4,40.6,1.51,1.34,0
1962,5,52.2,2.02,1.67,0
1962,6,62.5,1.42,1.81,0
1962,7,66.3,2.27,2.01,0
1962,8,66,2.38,0.75,0
1962,9,52.5,3.09,1.06,0
1962,10,45.6,1.42,1.03,0
1962,11,30.6,1.09,0.96,0
1962,12,21.7,0.92,0.66,0
1962,1,30,0.06,0.91,1
1962,2,36.3,0.91,0.68,1
1962,3,43.2,2.7,1.53,1
1962,4,50.1,2.04,1.07,1
1962,5,61,6.12,3.17,1
1962,6,72.2,3.95,5.57,1
1962,7,77.5,4.36,4.92,1
1962,8,75.2,3.76,2.8,1
1962,9,64,5.08,4.54,1
1962,10,56.5,2.51,1.23,1
1962,11,39.1,2.52,0.96,1
1962,12,26.8,0.77,0.45,1
1962,1,7.3,0.22,0.67,2
1962,2,19.8,0.55,1.44,2
1962,3,31.3,1.14,0.98,2
1962,4,36.4,2.27,1.76,2
1962,5,52.1,3.07,5.98,2
1962,6,66,1.61,3.39,2
1962,7,67.9,3.98,5.69,2
1962,8,69.4,2.12,3.58,2
1962,9,56.2,4.52,3.03,2
1962,10,46.7,1.73,0.88,2
1962,11,28.7,0.93,0.41,2
1962,12,10.8,0.9,0.4,2
1962,1,24.2,0.55,1.34,3
1962,2,30.7,1.41,1.15,3
1962,3,34.7,1.18,1.16,3
1962,4,37.5,1.87,0.92,3
1962,5,51.1,2.45,4.06,3
1962,6,64.9,1.02,2.58,3
1962,7,67.4,1.25,2.43,3
1962,8,69.1,0.72,1.56,3
1962,9,48.1,2.8,0.93,3
1962,10,42.1,1.31,1.66,3
1962,11,27,1.26,1.63,3
1962,12,16.9,1.13,0.83,3
1962,1,24.9,0.07,0.25,4
1962,2,31.5,0.45,1.15,4
1962,3,37.4,1.97,1.38,4
1962,4,43.4,1.46,0.76,4
1962,5,55.7,5.06,5.52,4
1962,6,68.7,2.61,5.99,4
1962,7,73.6,2.84,5.47,4
1962,8,73.1,2.2,2.3,4
1962,9,58.4,3.27,1.58,4
1962,10,51,0.93,1.32,4
1962,11,34.1,0.84,0.23,4
1962,12,20.9,0.61,0.5,4
1962,1,12,0.1,0.54,5
1962,2,17.8,0.66,0.57,5
1962,3,32,0.25,0.89,5
1962,4,36.9,1.7,0.61,5
1962,5,52,1.32,5.54,5
1962,6,68.2,1.38,3.13,5
1962,7,69,2.23,4.52,5
1962,8,72.4,0.74,2.44,5
1962,9,52.5,3.61,1.35,5
1962,10,45.2,0.61,0.85,5
1962,11,27.8,0.07,0.49,5
1962,12,7.2,0.42,0.28,5
1962,1,35,0.37,1.11,6
1962,2,43,1.67,0.9,6
1962,3,51,3.53,1.57,6
1962,4,57.7,1.09,2.82,6
1962,5,67.2,4.97,1.89,6
1962,6,74.1,4.39,7,6
1962,7,78.9,5.17,3.37,6
1962,8,77.5,3.2,1.57,6
1962,9,70.2,5.55,5.71,6
1962,10,61.7,2.6,3.18,6
1962,11,45.8,3.69,1.8,6
1962,12,36.5,1.56,1.21,6
1962,1,18.1,0.12,0.34,7
1962,2,25.3,0.33,1.27,7
1962,3,36.3,0.61,1.12,7
1962,4,40.6,1.06,1.15,7
1962,5,53.9,3.53,6.78,7
1962,6,68.7,2.42,4.84,7
1962,7,71.4,2.33,4.49,7
1962,8,74,1.47,1.77,7
1962,9,56.2,2.23,1.4,7
1962,10,48.8,1.24,0.99,7
1962,11,31.8,0.25,0.25,7
1962,12,16,0.39,0.18,7
1962,1,41.4,2.4,0.97,8
1962,2,49.6,2.14,0.73,8
1962,3,57.9,1.67,0.85,8
1962,4,63.7,0.82,2.6,8
1962,5,73.4,1.68,1.13,8
1962,6,77.6,5.5,4.38,8
1962,7,79.6,3.83,2.18,8
1962,8,79.4,1.59,1.19,8
1962,9,75.1,3.37,4.33,8
1962,10,65.7,1.57,2.27,8
1962,11,51.3,2.71,1.81,8
1962,12,46.6,1.37,1.62,8
1963,1,18.4,1.31,1.2,0
1963,2,29.9,1.74,0.88,0
1963,3,29.6,0.84,1.31,0
1963,4,45.5,1.34,0.7,0
1963,5,53.5,1.67,0.69,0
1963,6,60.1,1.81,1.55,0
1963,7,65.6,2.01,1.54,0
1963,8,65.3,0.75,3.41,0
1963,9,57.4,1.06,1.8,0
1963,10,49.1,1.03,0.89,0
1963,11,37.2,0.96,0.7,0
1963,12,29,0.66,0.64,0
1963,1,24,0.91,0.58,1
1963,2,35.5,0.68,0.06,1
1963,3,39.3,1.53,1.68,1
1963,4,53.2,1.07,0.76,1
1963,5,71.1,3.17,2.43,1
1963,6,71.7,5.57,3.74,1
1963,7,77.1,4.92,3.67,1
1963,8,77.7,2.8,2.1,1
1963,9,65.9,4.54,3.52,1
1963,10,59.2,1.23,1.42,1
1963,11,43.3,0.96,0.65,1
1963,12,33.8,0.45,0.34,1
1963,1,3.3,0.67,0.31,2
1963,2,8.5,1.44,0.55,2
1963,3,23.7,0.98,1.21,2
1963,4,38.5,1.76,2.54,2
1963,5,56.3,5.98,3.23,2
1963,6,63.5,3.39,3.83,2
1963,7,65.6,5.69,4.62,2
1963,8,66.6,3.58,2.92,2
1963,9,54.7,3.03,2.4,2
1963,10,48.2,0.88,0.87,2
1963,11,33.3,0.41,0.87,2
1963,12,15,0.4,0.73,2
1963,1,15,1.34,1.52,3
1963,2,19.8,1.15,1.22,3
1963,3,24.5,1.16,0.96,3
1963,4,44.3,0.92,2,3
1963,5,49.2,4.06,1.94,3
1963,6,58.7,2.58,4.27,3
1963,7,62.4,2.43,1.29,3
1963,8,62.8,1.56,0.94,3
1963,9,53.2,0.93,1.53,3
1963,10,46.3,1.66,0.8,3
1963,11,35,1.63,0.84,3
1963,12,27.1,0.83,1.29,3
1963,1,19.1,0.25,0.78,4
1963,2,25.7,1.15,0.22,4
1963,3,29.6,1.38,1.48,4
1963,4,49.1,0.76,1.51,4
1963,5,63.6,5.52,2.09,4
1963,6,66.7,5.99,3.92,4
1963,7,71.7,5.47,2.97,4
1963,8,71.7,2.3,3.35,4
1963,9,60.4,1.58,3.58,4
1963,10,53,1.32,0.7,4
1963,11,39.5,0.23,0.35,4
1963,12,27.7,0.5,0.26,4
1963,1,6.3,0.54,0.16,5
1963,2,7,0.57,0.42,5
1963,3,20.5,0.89,0.54,5
1963,4,41.4,0.61,2.37,5
1963,5,52.5,5.54,2.38,5
1963,6,63.6,3.13,4.11,5
1963,7,65.3,4.52,3.16,5
1963,8,67.8,2.44,2.21,5
1963,9,54.9,1.35,0.99,5
1963,10,47.9,0.85,0.46,5
1963,11,33.5,0.49,0.1,5
1963,12,17.4,0.28,0.52,5
1963,1,31.7,1.11,0.45,6
1963,2,45.2,0.9,0.25,6
1963,3,46.9,1.57,2.24,6
1963,4,57.8,2.82,2.32,6
1963,5,73.9,1.89,2.36,6
1963,6,74.8,7,2.93,6
1963,7,81.2,3.37,3.88,6
1963,8,81.3,1.57,1.55,6
1963,9,71.4,5.71,2.26,6
1963,10,64.2,3.18,0.7,6
1963,11,48.6,1.8,1.68,6
1963,12,40.2,1.21,0.99,6
1963,1,13.8,0.34,0.54,7
1963,2,17.2,1.27,0.4,7
1963,3,24.1,1.12,0.98,7
1963,4,46,1.15,2.19,7
1963,5,58.1,6.78,2.13,7
1963,6,64.5,4.84,4.03,7
1963,7,68.6,4.49,4.26,7
1963,8,70,1.77,1.51,7
1963,9,58.1,1.4,2.11,7
1963,10,50.7,0.99,1.09,7
1963,11,37.2,0.25,0.27,7
1963,12,23.4,0.18,0.34,7
1963,1,40.1,0.97,0.5,8
1963,2,55.7,0.73,1.16,8
1963,3,53,0.85,0.52,8
1963,4,64.6,2.6,1.83,8
1963,5,75.6,1.13,2.93,8
1963,6,78.4,4.38,2.8,8
1963,7,82.9,2.18,1.61,8
1963,8,83.8,1.19,1.65,8
1963,9,76.5,4.33,2.07,8
1963,10,69.4,2.27,0.89,8
1963,11,54.9,1.81,2.47,8
1963,12,46.8,1.62,1.28,8
1964,1,16.7,1.2,0.58,0
1964,2,32.1,0.88,0.9,0
1964,3,33.7,1.31,1.49,0
1964,4,44.4,0.7,1.7,0
1964,5,55.5,0.69,1.85,0
1964,6,62.4,1.55,1.15,0
1964,7,69.7,1.54,1.42,0
1964,8,65.7,3.41,1.81,0
1964,9,60.9,1.8,1.11,0
1964,10,52.8,0.89,0.15,0
1964,11,36.7,0.7,1.56,0
1964,12,23.6,0.64,1.76,0
1964,1,20.1,0.58,0.27,1
1964,2,36,0.06,0.73,1
1964,3,46.7,1.68,1.11,1
1964,4,57.6,0.76,2.61,1
1964,5,66.3,2.43,3.75,1
1964,6,76.6,3.74,4.09,1
1964,7,81.2,3.67,1.96,1
1964,8,78.8,2.1,3.34,1
1964,9,71.2,3.52,2.24,1
1964,10,65.5,1.42,0.58,1
1964,11,45.2,0.65,3.21,1
1964,12,24.8,0.34,0.76,1
1964,1,-0.2,0.31,0.45,2
1964,2,8.9,0.55,0.2,2
1964,3,30.1,1.21,1.08,2
1964,4,44,2.54,3.47,2
1964,5,52.7,3.23,3.12,2
1964,6,67,3.83,4.16,2
1964,7,70.1,4.62,2.65,2
1964,8,66.2,2.92,4.78,2
1964,9,59.6,2.4,4.27,2
1964,10,55.6,0.87,0.49,2
1964,11,33.9,0.87,1,2
1964,12,6.3,0.73,0.98,2
1964,1,8.4,1.52,1.32,3
1964,2,29.6,1.22,0.68,3
1964,3,34.9,0.96,1.25,3
1964,4,39.8,2,2,3
1964,5,50.1,1.94,3.11,3
1964,6,58.3,4.27,4.55,3
1964,7,65.6,1.29,1.37,3
1964,8,65.3,0.94,2.08,3
1964,9,60,1.53,0.68,3
1964,10,49.5,0.8,0.68,3
1964,11,32.6,0.84,1.45,3
1964,12,18.8,1.29,2.92,3
1964,1,12.1,0.78,0.12,4
1964,2,30.5,0.22,0.71,4
1964,3,40,1.48,1.23,4
1964,4,50.6,1.51,3.31,4
1964,5,60.1,2.09,2.01,4
1964,6,72.4,3.92,4.53,4
1964,7,76.8,2.97,2.49,4
1964,8,72.9,3.35,2.59,4
1964,9,65.9,3.58,1.94,4
1964,10,59.4,0.7,0.15,4
1964,11,39.7,0.35,0.32,4
1964,12,20.4,0.26,0.4,4
1964,1,1.4,0.16,0.31,5
1964,2,13.7,0.42,0.23,5
1964,3,32.4,0.54,0.59,5
1964,4,41.8,2.37,2.18,5
1964,5,52.4,2.38,1.99,5
1964,6,66.1,4.11,6.22,5
1964,7,71.1,3.16,2.23,5
1964,8,68.3,2.21,2.78,5
1964,9,60.9,0.99,1.5,5
1964,10,54.8,0.46,0.22,5
1964,11,31.5,0.1,0.6,5
1964,12,8.8,0.52,0.64,5
1964,1,29.2,0.45,0.72,6
1964,2,40.9,0.25,1.98,6
1964,3,53,2.24,2.22,6
1964,4,63.9,2.32,2.73,6
1964,5,70.6,2.36,5.01,6
1964,6,78.7,2.93,2.93,6
1964,7,83.4,3.88,0.99,6
1964,8,82.4,1.55,5.11,6
1964,9,74.8,2.26,3.94,6
1964,10,69.6,0.7,0.96,6
1964,11,50.8,1.68,5.18,6
1964,12,32.1,0.99,1.01,6
1964,1,7.6,0.54,0.23,7
1964,2,23.4,0.4,0.24,7
1964,3,37.9,0.98,0.86,7
1964,4,45.6,2.19,3.22,7
1964,5,56.4,2.13,2.44,7
1964,6,69,4.03,4.56,7
1964,7,73.8,4.26,2.3,7
1964,8,71.6,1.51,2.15,7
1964,9,63.9,2.11,0.95,7
1964,10,57.2,1.09,0.11,7
1964,11,36.2,0.27,0.28,7
1964,12,15,0.34,0.6,7
1964,1,39.2,0.5,1.58,8
1964,2,47.7,1.16,1.53,8
1964,3,59.2,0.52,1.72,8
1964,4,70,1.83,1.67,8
1964,5,74.4,2.93,2.35,8
1964,6,80.1,2.8,1.84,8
1964,7,83.8,1.61,1.07,8
1964,8,83.2,1.65,2.51,8
1964,9,77.1,2.07,4.85,8
1964,10,70.3,0.89,0.91,8
1964,11,56.7,2.47,2.03,8
1964,12,40.7,1.28,1.2,8
1965,1,23.3,0.58,1.25,0
1965,2,21.3,0.9,0.99,0
1965,3,27.7,1.49,1.58,0
1965,4,40.9,1.7,1.57,0
1965,5,53,1.85,2.01,0
1965,6,60.1,1.15,3.49,0
1965,7,69.8,1.42,3.25,0
1965,8,64.1,1.81,2.42,0
1965,9,56.9,1.11,2.55,0
1965,10,48,0.15,1.18,0
1965,11,32.9,1.56,1.22,0
1965,12,25.1,1.76,1.52,0
1965,1,33.9,0.27,0.98,1
1965,2,32.4,0.73,0.9,1
1965,3,39.6,1.11,1.1,1
1965,4,55.4,2.61,1.88,1
1965,5,67.6,3.75,3.32,1
1965,6,73,4.09,8.15,1
1965,7,82.3,1.96,3.31,1
1965,8,75.5,3.34,3.47,1
1965,9,68.3,2.24,5.7,1
1965,10,56,0.58,1.62,1
1965,11,44.2,3.21,0.08,1
1965,12,30.2,0.76,1.68,1
1965,1,15,0.45,0.35,2
1965,2,17.5,0.2,0.87,2
1965,3,20.3,1.08,2.49,2
1965,4,42.8,3.47,2.96,2
1965,5,58.3,3.12,4.93,2
1965,6,64.1,4.16,4.06,2
1965,7,71.5,2.65,3.59,2
1965,8,63.5,4.78,3.02,2
1965,9,55.3,4.27,6.19,2
1965,10,45.2,0.49,1.48,2
1965,11,29.9,1,1.86,2
1965,12,7,0.98,1.44,2
1965,1,22.6,1.32,1.9,3
1965,2,26.2,0.68,0.96,3
1965,3,25.3,1.25,0.8,3
1965,4,40,2,2.13,3
1965,5,50.7,3.11,2.53,3
1965,6,57.4,4.55,3.83,3
1965,7,67.6,1.37,1.8,3
1965,8,61.2,2.08,2.14,3
1965,9,50.7,0.68,2.38,3
1965,10,45.6,0.68,0.19,3
1965,11,27.4,1.45,1.09,3
1965,12,11.7,2.92,0.76,3
1965,1,27.8,0.12,0.57,4
1965,2,26.4,0.71,0.89,4
1965,3,31.5,1.23,0.81,4
1965,4,48,3.31,1.53,4
1965,5,62.1,2.01,5.06,4
1965,6,67.7,4.53,5.69,4
1965,7,77.6,2.49,4.05,4
1965,8,69.1,2.59,2.35,4
1965,9,61.9,1.94,5.76,4
1965,10,51,0.15,1.11,4
1965,11,36.6,0.32,0.22,4
1965,12,23.4,0.4,0.76,4
1965,1,14.8,0.31,0.39,5
1965,2,19.7,0.23,0.12,5
1965,3,19.4,0.59,0.4,5
1965,4,43.6,2.18,2.01,5
1965,5,56.4,1.99,4.26,5
1965,6,62.2,6.22,2.92,5
1965,7,71,2.23,3.82,5
1965,8,64.2,2.78,2.25,5
1965,9,53.4,1.5,3.42,5
1965,10,45.5,0.22,0.39,5
1965,11,24.9,0.6,0.44,5
1965,12,1.9,0.64,0.49,5
1965,1,39.4,0.72,1.34,6
1965,2,37.9,1.98,1.51,6
1965,3,47.2,2.22,1.32,6
1965,4,63,2.73,2.51,6
1965,5,70.4,5.01,4.37,6
1965,6,77,2.93,4.35,6
1965,7,84.6,0.99,2.08,6
1965,8,80.8,5.11,3.28,6
1965,9,72.2,3.94,5.18,6
1965,10,59.6,0.96,1.58,6
1965,11,50.7,5.18,0.48,6
1965,12,38.2,1.01,1.84,6
1965,1,22.3,0.23,0.37,7
1965,2,25.2,0.24,0.31,7
1965,3,26.1,0.86,0.77,7
1965,4,46,3.22,2.36,7
1965,5,59.1,2.44,5.34,7
1965,6,66,4.56,3.84,7
1965,7,75.6,2.3,2.21,7
1965,8,67.8,2.15,1.62,7
1965,9,58.4,0.95,3.23,7
1965,10,48.6,0.11,0.61,7
1965,11,30.2,0.28,0.33,7
1965,12,12.9,0.6,0.55,7
1965,1,44.6,1.58,1.49,8
1965,2,43.8,1.53,2.88,8
1965,3,55.2,1.72,1.14,8
1965,4,67,1.67,1.25,8
1965,5,74.4,2.35,5.24,8
1965,6,79.5,1.84,2.75,8
1965,7,84.2,1.07,0.85,8
1965,8,83.4,2.51,2.03,8
1965,9,75.8,4.85,3.05,8
1965,10,63.9,0.91,1.95,8
1965,11,57,2.03,1.59,8
1965,12,47.3,1.2,2.47,8
1966,1,28.1,1.25,0.58,0
1966,2,24.8,0.99,0.78,0
1966,3,25.5,1.58,0.39,0
1966,4,43.9,1.57,1.14,0
1966,5,51.4,2.01,0.98,0
1966,6,58.8,3.49,1.35,0
1966,7,66.5,3.25,2.3,0
1966,8,63,2.42,1.96,0
1966,9,51.9,2.55,1.46,0
1966,10,48.9,1.18,0.99,0
1966,11,38.6,1.22,0.65,0
1966,12,28.7,1.52,1.86,0
1966,1,32.5,0.98,0.35,1
1966,2,31,0.9,0.95,1
1966,3,32.6,1.1,0.32,1
1966,4,57.2,1.88,1.6,1
1966,5,66.8,3.32,0.94,1
1966,6,72.2,8.15,3.12,1
1966,7,78.5,3.31,3.25,1
1966,8,75.6,3.47,3.31,1
1966,9,64.7,5.7,2.12,1
1966,10,58,1.62,0.67,1
1966,11,46.9,0.08,0.15,1
1966,12,37.4,1.68,0.81,1
1966,1,2.7,0.35,0.69,2
1966,2,6.8,0.87,0.93,2
1966,3,14.5,2.49,2.18,2
1966,4,39.9,2.96,2.09,2
1966,5,55.4,4.93,1.7,2
1966,6,63,4.06,3.23,2
1966,7,66.8,3.59,3.59,2
1966,8,65,3.02,5,2
1966,9,49.1,6.19,1.46,2
1966,10,47,1.48,2.26,2
1966,11,27.6,1.86,0.57,2
1966,12,21.3,1.44,0.97,2
1966,1,18.8,1.9,1.53,3
1966,2,20.7,0.96,0.81,3
1966,3,17.6,0.8,0.98,3
1966,4,40.3,2.13,1.24,3
1966,5,47.9,2.53,1.55,3
1966,6,56.8,3.83,2.58,3
1966,7,65,1.8,1.62,3
1966,8,63.1,2.14,1.39,3
1966,9,43.6,2.38,0.82,3
1966,10,47.9,0.19,1.15,3
1966,11,30.7,1.09,1.74,3
1966,12,24.3,0.76,1.2,3
1966,1,25.4,0.57,0.46,4
1966,2,23.5,0.89,0.72,4
1966,3,24.2,0.81,0.79,4
1966,4,50.4,1.53,1.25,4
1966,5,60.8,5.06,0.89,4
1966,6,67.3,5.69,4.36,4
1966,7,73.2,4.05,3.36,4
1966,8,70.6,2.35,3.5,4
1966,9,54.2,5.76,2.25,4
1966,10,53.7,1.11,0.84,4
1966,11,39.2,0.22,0.16,4
1966,12,31,0.76,0.57,4
1966,1,1.2,0.39,0.28,5
1966,2,8.6,0.12,0.31,5
1966,3,13.7,0.4,1.29,5
1966,4,39.8,2.01,1.37,5
1966,5,52.8,4.26,1.41,5
1966,6,62.4,2.92,3.61,5
1966,7,68,3.82,3.13,5
1966,8,65.9,2.25,3.23,5
1966,9,45.4,3.42,0.65,5
1966,10,47.7,0.39,0.74,5
1966,11,25.9,0.44,0.32,5
1966,12,20.3,0.49,0.36,5
1966,1,40,1.34,1.04,6
1966,2,39.7,1.51,2.29,6
1966,3,39.7,1.32,0.81,6
1966,4,63.7,2.51,4.08,6
1966,5,70,4.37,1.6,6
1966,6,76,4.35,1.98,6
1966,7,82.6,2.08,2.86,6
1966,8,79.6,3.28,5.13,6
1966,9,72.8,5.18,2.63,6
1966,10,61,1.58,0.73,6
1966,11,54.1,0.48,0.68,6
1966,12,45.1,1.84,1.09,6
1966,1,13.6,0.37,0.25,7
1966,2,18.1,0.31,0.64,7
1966,3,19.2,0.77,1.28,7
1966,4,44.8,2.36,1.86,7
1966,5,56.6,5.34,0.99,7
1966,6,65,3.84,2.43,7
1966,7,71.8,2.21,3.16,7
1966,8,69.5,1.62,3.7,7
1966,9,49.6,3.23,1.89,7
1966,10,51.6,0.61,1.32,7
1966,11,33,0.33,0.48,7
1966,12,27.3,0.55,0.34,7
1966,1,49.2,1.49,1.68,8
1966,2,46.2,2.88,1.88,8
1966,3,49.5,1.14,0.73,8
1966,4,68.2,1.25,4.76,8
1966,5,72.9,5.24,3.05,8
1966,6,78.8,2.75,2.36,8
1966,7,83,0.85,1.31,8
1966,8,80.9,2.03,4.91,8
1966,9,76.8,3.05,3.48,8
1966,10,64.3,1.95,1.49,8
1966,11,60.7,1.59,0.35,8
1966,12,50.6,2.47,0.8,8
1967,1,20.3,0.58,0.91,0
1967,2,22.1,0.78,0.71,0
1967,3,36.2,0.39,0.75,0
1967,4,42.1,1.14,1.21,0
1967,5,54.2,0.98,2.68,0
1967,6,61.4,1.35,2.81,0
1967,7,69.8,2.3,2.64,0
1967,8,64.1,1.96,2.2,0
1967,9,58,1.46,1.33,0
1967,10,45.8,0.99,0.7,0
1967,11,37,0.65,0.68,0
1967,12,24.4,1.86,2.14,0
1967,1,24.6,0.35,0.6,1
1967,2,30.5,0.95,0.12,1
1967,3,46.1,0.32,0.58,1
1967,4,50.9,1.6,3.01,1
1967,5,64.2,0.94,3.11,1
1967,6,73.9,3.12,8.17,1
1967,7,82.6,3.25,3.92,1
1967,8,73.4,3.31,1.88,1
1967,9,66.2,2.12,4.2,1
1967,10,55.6,0.67,2.24,1
1967,11,43.7,0.15,0.57,1
1967,12,29.7,0.81,0.96,1
1967,1,-3.7,0.69,1.76,2
1967,2,9.5,0.93,0.73,2
1967,3,30.3,2.18,0.8,2
1967,4,37.1,2.09,2.98,2
1967,5,50.3,1.7,1.34,2
1967,6,64.9,3.23,5.97,2
1967,7,72,3.59,1.91,2
1967,8,64.4,5,2.27,2
1967,9,57,1.46,1.1,2
1967,10,44.4,2.26,1.37,2
1967,11,24.6,0.57,0.3,2
1967,12,12.3,0.97,0.95,2
1967,1,12.3,1.53,1.86,3
1967,2,19.4,0.81,1.06,3
1967,3,32.2,0.98,1.88,3
1967,4,37.3,1.24,2.29,3
1967,5,52.4,1.55,1.95,3
1967,6,57,2.58,3.74,3
1967,7,67.8,1.62,0.85,3
1967,8,62.4,1.39,0.23,3
1967,9,58.8,0.82,1.89,3
1967,10,43.5,1.15,2.1,3
1967,11,27.1,1.74,1.02,3
1967,12,22.4,1.2,1.87,3
1967,1,16.3,0.46,0.36,4
1967,2,22.5,0.72,0.12,4
1967,3,39.2,0.79,0.39,4
1967,4,43.8,1.25,1.61,4
1967,5,59.3,0.89,3.55,4
1967,6,68.4,4.36,8.2,4
1967,7,78,3.36,2.51,4
1967,8,68.5,3.5,1.53,4
1967,9,61.7,2.25,1.9,4
1967,10,50.7,0.84,1.08,4
1967,11,36.2,0.16,0.29,4
1967,12,24.8,0.57,0.66,4
1967,1,-5.8,0.28,0.95,5
1967,2,8,0.31,0.54,5
1967,3,30.3,1.29,0.4,5
1967,4,35.8,1.37,3.35,5
1967,5,51.8,1.41,1.26,5
1967,6,63.3,3.61,2.17,5
1967,7,71.9,3.13,0.95,5
1967,8,64.3,3.23,0.82,5
1967,9,58.3,0.65,1.6,5
1967,10,44.6,0.74,1.43,5
1967,11,20.9,0.32,0.19,5
1967,12,13.7,0.36,0.77,5
1967,1,32,1.04,0.64,6
1967,2,37.9,2.29,0.44,6
1967,3,51.7,0.81,1.24,6
1967,4,57.9,4.08,5.22,6
1967,5,67.4,1.6,4.58,6
1967,6,76.7,1.98,4.3,6
1967,7,84.6,2.86,3.48,6
1967,8,76.5,5.13,1.92,6
1967,9,69.5,2.63,5.16,6
1967,10,59.2,0.73,3.26,6
1967,11,52.6,0.68,0.74,6
1967,12,36.9,1.09,1.75,6
1967,1,6.5,0.25,0.47,7
1967,2,14.5,0.64,0.55,7
1967,3,35.1,1.28,0.35,7
1967,4,39.6,1.86,2.5,7
1967,5,55.4,0.99,1.85,7
1967,6,66.7,2.43,6.16,7
1967,7,77.1,3.16,1.09,7
1967,8,66.8,3.7,1.19,7
1967,9,59.7,1.89,1.74,7
1967,10,47.6,1.32,0.76,7
1967,11,29.2,0.48,0.15,7
1967,12,21.4,0.34,0.6,7
1967,1,40.3,1.68,0.51,8
1967,2,44.8,1.88,0.81,8
1967,3,56.7,0.73,1,8
1967,4,64.8,4.76,2.19,8
1967,5,71.6,3.05,2.96,8
1967,6,78.1,2.36,1.99,8
1967,7,84,1.31,2.61,8
1967,8,79.5,4.91,2.13,8
1967,9,74.4,3.48,5.6,8
1967,10,63.5,1.49,2.25,8
1967,11,58.6,0.35,1.43,8
1967,12,45.5,0.8,1.85,8
1968,1,26.6,0.91,0.51,0
1968,2,28.8,0.71,1.3,0
1968,3,39,0.75,0.83,0
1968,4,43.9,1.21,1.83,0
1968,5,49.5,2.68,1.61,0
